"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019932","GO:0019932","second-messenger-mediated signaling","23/448","268/17643",3.86812887736308e-07,2.41430751622492e-05,1.95191734119244e-05,"Atp1b1/Gapdh/Atp2a2/Ppp3r1/Slc8a1/Exoc4/Prnp/Sgcd/Calm2/Pebp1/Ppp3cb/Dmd/Adcy2/Rapgef2/Ppp3ca/Grm1/Pde7b/Grm5/Cap2/Neurod2/Prkd1/Adgrb2/Slc8a2",23
"GO:1901888","GO:1901888","regulation of cell junction assembly","21/448","229/17643",4.18279885419141e-07,2.53277835096337e-05,2.04769854354445e-05,"Lrfn5/Cntnap2/Cfl1/Mdga2/Chd4/Gpm6b/Rock2/Actr3/Adgrb1/Actg1/Pkp2/Nrxn1/Il1rapl1/Ptk2b/Mycbp2/Rapgef2/Lingo2/Icam5/Adgrb2/Bhlhb9/Nedd4l",21
"GO:1903522","GO:1903522","regulation of blood circulation","21/448","229/17643",4.18279885419141e-07,2.53277835096337e-05,2.04769854354445e-05,"Atp1b1/Dock4/Atp2a2/Cx3cl1/Slc8a1/Nos1ap/Calm3/Calm1/Cacnb2/Zdhhc21/Calm2/Cacna2d1/Pebp1/Atp2b1/Pkp2/Dmd/Kcnd2/Dlg1/Atp1a1/Kcnd3/Cacna1e",21
"GO:0007613","GO:0007613","memory","17/448","158/17643",5.76182921824797e-07,3.43760899094588e-05,2.77923526997843e-05,"Pja2/Cck/Pgrmc1/Syt4/Btbd9/Snap25/Cyp7b1/Csmd1/Plcb1/Adcy1/Kalrn/Brinp1/Slc24a2/Atp1a3/Slc8a2/Syt11/Large1",17
"GO:0140238","GO:0140238","presynaptic endocytosis","12/448","78/17643",5.90975571582685e-07,3.47476506363906e-05,2.80927518085682e-05,"Syt1/Btbd9/Cltc/Ppp3cb/Vamp2/Actg1/Dnm1/Amph/Syt7/Synj1/Canx/Syt11",12
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","28/448","385/17643",6.5260570801365e-07,3.7823162248734e-05,3.05792388897825e-05,"Cck/Tmsb4x/H3f3b/Cfl1/Nav3/Capza2/Ddx3x/Rab3a/Trim9/Arpc5/Caly/Pak3/Actr3/Faf1/Arpc2/Pfn2/Hsp90aa1/Nckap1/Ppp2ca/Stmn2/Ptk2b/Pcsk5/Dlg1/Rims1/Prkd1/Fnip2/Cyfip2/Syt11",28
"GO:0051924","GO:0051924","regulation of calcium ion transport","22/448","261/17643",9.39289211149098e-07,5.367177929059e-05,4.33925156699865e-05,"Atp1b1/Cx3cl1/Ppp3r1/Slc8a1/Calm3/Calm1/Cacnb2/Prnp/Calm2/Cacna2d1/Ppp3cb/Fgf14/Atp2b1/Dmd/Oga/Hpca/Ptk2b/Ppp3ca/Stim2/Cemip/Prkd1/Atp2b2",22
"GO:0022604","GO:0022604","regulation of cell morphogenesis","22/448","262/17643",1.00170188484603e-06,5.6443118705838e-05,4.56330858652079e-05,"Aldoa/Rims2/Syt1/Syt4/Cfl1/Mkln1/Plxna1/Actr2/Pak3/Hnrnpk/Actr3/Il1rapl1/Ptk2b/Kalrn/Dlg1/Rims1/Rreb1/Phip/Bhlhb9/Nedd4l/Cdc42se2/Cpne6",22
"GO:0008016","GO:0008016","regulation of heart contraction","17/448","166/17643",1.15824996383396e-06,6.43701384010186e-05,5.20419161832243e-05,"Atp1b1/Atp2a2/Slc8a1/Nos1ap/Calm3/Calm1/Cacnb2/Calm2/Cacna2d1/Pebp1/Pkp2/Dmd/Kcnd2/Dlg1/Atp1a1/Kcnd3/Cacna1e",17
"GO:0086001","GO:0086001","cardiac muscle cell action potential","10/448","56/17643",1.26192679181114e-06,6.91842837078081e-05,5.59340523937911e-05,"Atp2a2/Calm3/Calm1/Cacnb2/Cacna2d1/Pkp2/Dmd/Kcnd2/Dlg1/Nedd4l",10
"GO:0034504","GO:0034504","protein localization to nucleus","24/448","309/17643",1.31512302376169e-06,7.11393880986825e-05,5.75147135725114e-05,"Syne1/Xpo1/Ranbp2/Cfl1/Zbtb16/Ppp3r1/Ywhaz/Tnpo3/Ppp3cb/Kpnb1/Hnrnpu/Hsp90aa1/Hsp90ab1/Pom121/Ppp3ca/Srsf1/Prickle1/Mapk1/Stk3/Phip/Prkd1/Kpna1/Parp1/Hnrnpm",24
"GO:2000300","GO:2000300","regulation of synaptic vesicle exocytosis","10/448","57/17643",1.49611131188838e-06,7.98647841096205e-05,6.45690145130774e-05,"Rims2/Syt1/Syt4/Atp2a2/Ppfia2/Rab3a/Pfn2/Rims1/Prepl/Cacna1e",10
"GO:1902600","GO:1902600","proton transmembrane transport","12/448","86/17643",1.7319482867458e-06,9.12534311601004e-05,7.37764984483927e-05,"Atp1b1/Atp6v0c/Slc4a10/Rnasek/Atp6v1a/Plcb1/Atp6v1h/Nr3c2/Slc25a4/Atp1a1/Atp1a3/Slc9a9",12
"GO:0072659","GO:0072659","protein localization to plasma membrane","23/448","295/17643",2.04984449902634e-06,0.000106618194007049,8.61985891898254e-05,"Atp1b1/Pgrmc1/Rab3a/Cacnb2/Cltc/Nsg1/Prnp/Rock2/Actr3/Vamp2/Bsg/Pkp2/Nrxn1/Rapgef2/Efr3a/Dlg1/Gpr158/Hectd1/Map7/Prepl/Lrrc7/Lrp6/Large1",23
"GO:2000310","GO:2000310","regulation of NMDA receptor activity","7/448","25/17643",2.10085946147062e-06,0.000107888440951726,8.7225557387641e-05,"Cfl1/Rasgrf1/Cnih2/Nrxn1/Ptk2b/Dapk1/Rasgrf2",7
"GO:0090257","GO:0090257","regulation of muscle system process","20/448","233/17643",2.21725843820986e-06,0.000111632959914308,9.02529229773061e-05,"Atp1b1/Dock4/Atp2a2/Slc8a1/Calm3/Calm1/Zdhhc21/Calm2/Rock2/Atp2b1/Pkp2/Dmd/Oga/Slc25a4/Ppp3ca/Dlg1/Adk/Prkd1/Atp1a1/Parp1",20
"GO:0019722","GO:0019722","calcium-mediated signaling","17/448","174/17643",2.2288069393786e-06,0.000111632959914308,9.02529229773061e-05,"Atp1b1/Atp2a2/Ppp3r1/Slc8a1/Exoc4/Prnp/Sgcd/Calm2/Ppp3cb/Dmd/Ppp3ca/Grm1/Grm5/Neurod2/Prkd1/Adgrb2/Slc8a2",17
"GO:0008015","GO:0008015","blood circulation","30/448","460/17643",2.50391867990982e-06,0.000123882903468221,0.000100156747196393,"Atp1b1/Dock4/Atp2a2/Cx3cl1/Slc8a1/Nos1ap/Calm3/Calm1/Immp2l/Cacnb2/Sgcd/Zdhhc21/Calm2/Cacna2d1/Pebp1/Rock2/Nr3c2/Atp2b1/Pkp2/Dmd/Kcnd2/Srsf1/Dlg1/Atp1a1/Atp1a3/Kcnd3/Cacna1e/Nedd4l/Stk39/Lnpep",30
"GO:0032411","GO:0032411","positive regulation of transporter activity","14/448","122/17643",2.65753850310285e-06,0.00012989920129022,0.000105020798676835,"Atp1b1/Cfl1/Calm3/Calm1/Cacnb2/Plcb1/Calm2/Cacna2d1/Fgf14/Dmd/Slc25a4/Stim2/Nedd4l/Stk39",14
"GO:0007215","GO:0007215","glutamate receptor signaling pathway","9/448","48/17643",2.82015842191853e-06,0.000136206937115756,0.000110120471713009,"Cx3cl1/Plcb1/Prnp/Grm8/Ptk2b/Grm1/Kalrn/Grm5/Atp1a3",9
"GO:0034764","GO:0034764","positive regulation of transmembrane transport","20/448","237/17643",2.88055814980467e-06,0.000137487346044206,0.000111155655663051,"Atp1b1/Cfl1/Cx3cl1/Ppp3r1/Calm3/Calm1/Cacnb2/Plcb1/Calm2/Cacna2d1/Ppp3cb/Fgf14/Dmd/Oga/Azin1/Ppp3ca/Stim2/Cemip/Nedd4l/Stk39",20
"GO:0098703","GO:0098703","calcium ion import across plasma membrane","8/448","37/17643",3.28260704680009e-06,0.000154855078940325,0.00012519710597098,"Ppp3r1/Slc8a1/Prnp/Ppp3cb/Ppp3ca/Slc24a2/Cacna1e/Slc8a2",8
"GO:0140115","GO:0140115","export across plasma membrane","10/448","62/17643",3.32602845277262e-06,0.000155099970493086,0.000125395095690738,"Atp1b1/Slc8a1/Calm2/Atp2b1/Slc4a4/Dlg1/Atp1a1/Atp1a3/Kcnd3/Slc8a2",10
"GO:1990138","GO:1990138","neuron projection extension","18/448","200/17643",3.66012975484362e-06,0.000168740300175007,0.00013642301813508,"Rims2/Syt1/Slit1/Syt4/Plxna1/Hnrnpk/Actr3/Eif4g2/Hsp90aa1/Olfm1/Hsp90ab1/Prickle1/Rims1/Nrn1/Impact/Cyfip2/Nedd4l/Cpne6",18
"GO:0031334","GO:0031334","positive regulation of protein-containing complex assembly","17/448","183/17643",4.4404392190091e-06,0.000202414178781123,0.000163647647621909,"Cck/Nav3/Ddx3x/Caly/Actr3/Faf1/Arpc2/Pfn2/Hsp90aa1/Nckap1/Ppp2ca/Ptk2b/Pcsk5/Dlg1/Rims1/Prkd1/Fnip2",17
"GO:0006874","GO:0006874","intracellular calcium ion homeostasis","22/448","287/17643",4.49805635090319e-06,0.000202762384617936,0.000163929164788472,"Atp1b1/Atp2a2/Cx3cl1/Slc8a1/Calm3/Calm1/Grina/Plcb1/Calm2/Atp2b1/Dmd/Ptk2b/Grik2/Grm1/Stim2/Cemip/Slc24a2/Prkd1/Atp2b2/Ccdc47/Slc8a2/Nptn",22
"GO:0001508","GO:0001508","action potential","15/448","146/17643",4.72986962786237e-06,0.000210844436870864,0.000170463335700378,"Cntnap2/Atp2a2/Calm3/Calm1/Cacnb2/Ywhah/Cacna2d1/Pkp2/Dmd/Kcnd2/Grik2/Dlg1/Nrcam/Nedd4l/Slc8a2",15
"GO:0006942","GO:0006942","regulation of striated muscle contraction","11/448","79/17643",4.7812886842789e-06,0.000210844436870864,0.000170463335700378,"Atp1b1/Atp2a2/Slc8a1/Calm3/Calm1/Calm2/Pkp2/Dmd/Dlg1/Prkd1/Atp1a1",11
"GO:1903861","GO:1903861","positive regulation of dendrite extension","7/448","28/17643",4.84442146041594e-06,0.000211331374891478,0.000170857014948003,"Rims2/Syt1/Syt4/Hnrnpk/Rims1/Nedd4l/Cpne6",7
"GO:0055074","GO:0055074","calcium ion homeostasis","23/448","312/17643",5.24960627404536e-06,0.000226570772912788,0.00018317775083903,"Atp1b1/Atp2a2/Cx3cl1/Slc8a1/Calm3/Calm1/Grina/Plcb1/Sgcd/Calm2/Atp2b1/Dmd/Ptk2b/Grik2/Grm1/Stim2/Cemip/Slc24a2/Prkd1/Atp2b2/Ccdc47/Slc8a2/Nptn",23
"GO:0045793","GO:0045793","positive regulation of cell size","6/448","19/17643",5.31121406685653e-06,0.00022681679441302,0.000183376654097783,"Akt3/Hsp90aa1/Hsp90ab1/Prr16/Prkd1/Rb1cc1",6
"GO:0055117","GO:0055117","regulation of cardiac muscle contraction","10/448","66/17643",5.96139169865228e-06,0.000251930897098253,0.000203680883037286,"Atp1b1/Atp2a2/Slc8a1/Calm3/Calm1/Calm2/Pkp2/Dmd/Dlg1/Atp1a1",10
"GO:0106027","GO:0106027","neuron projection organization","13/448","114/17643",6.47228620483125e-06,0.000270701702402066,0.000218856688163366,"Cntnap2/Cfl1/Ppfia2/Wasl/Prnp/Actr2/Pak3/Actr3/Tanc1/Kalrn/Atp1a3/Bhlhb9/Zfp804a",13
"GO:0016358","GO:0016358","dendrite development","23/448","317/17643",6.82363480626507e-06,0.000282484555194055,0.000228382879230096,"Cntnap2/Cfl1/Csmd3/Ppfia2/Ywhah/Wasl/Actr2/Pak3/Hnrnpk/Rock2/Actr3/Eif4g2/Il1rapl1/Rapgef2/Ppp3ca/Kalrn/Prickle1/Abi1/Mpdz/Fat3/Slc12a5/Bhlhb9/Nedd4l",23
"GO:0006816","GO:0006816","calcium ion transport","27/448","413/17643",7.65641087687286e-06,0.000313758170984578,0.000253666946223667,"Atp1b1/Atp2a2/Cx3cl1/Ppp3r1/Slc8a1/Calm3/Calm1/Cacnb2/Plcb1/Prnp/Calm2/Cacna2d1/Ppp3cb/Fgf14/Atp2b1/Dmd/Oga/Hpca/Ptk2b/Ppp3ca/Stim2/Cemip/Slc24a2/Prkd1/Atp2b2/Cacna1e/Slc8a2",27
"GO:0032414","GO:0032414","positive regulation of ion transmembrane transporter activity","13/448","116/17643",7.84919697086601e-06,0.000318441921108034,0.000257453660644405,"Atp1b1/Cfl1/Calm3/Calm1/Cacnb2/Plcb1/Calm2/Cacna2d1/Fgf14/Dmd/Stim2/Nedd4l/Stk39",13
"GO:0008306","GO:0008306","associative learning","13/448","117/17643",8.62986473325614e-06,0.000343476510833673,0.000277693605012188,"Specc1/Cck/Cntnap2/Pgrmc1/Snap25/Csmd1/Chrd/Tanc1/Neurod2/Atp1a3/Cacna1e/Pias1/Nptn",13
"GO:0046928","GO:0046928","regulation of neurotransmitter secretion","12/448","100/17643",8.6355938144034e-06,0.000343476510833673,0.000277693605012188,"Rims2/Syt1/Syt4/Atp2a2/Ppfia2/Rab3a/Grm8/Pfn2/Rims1/Gpr158/Prepl/Cacna1e",12
"GO:0097484","GO:0097484","dendrite extension","8/448","42/17643",8.97872186841775e-06,0.000350256486732412,0.000283175074311637,"Rims2/Syt1/Syt4/Hnrnpk/Rims1/Cyfip2/Nedd4l/Cpne6",8
"GO:1901021","GO:1901021","positive regulation of calcium ion transmembrane transporter activity","8/448","42/17643",8.97872186841775e-06,0.000350256486732412,0.000283175074311637,"Atp1b1/Calm3/Calm1/Cacnb2/Calm2/Cacna2d1/Fgf14/Stim2",8
"GO:0003013","GO:0003013","circulatory system process","30/448","492/17643",9.48657956297951e-06,0.00036654336463817,0.000296342675872122,"Atp1b1/Dock4/Atp2a2/Cx3cl1/Slc8a1/Nos1ap/Calm3/Calm1/Immp2l/Cacnb2/Sgcd/Zdhhc21/Calm2/Cacna2d1/Pebp1/Rock2/Nr3c2/Atp2b1/Pkp2/Dmd/Kcnd2/Srsf1/Dlg1/Atp1a1/Atp1a3/Kcnd3/Cacna1e/Nedd4l/Stk39/Lnpep",30
"GO:1903859","GO:1903859","regulation of dendrite extension","7/448","31/17643",1.00726341369652e-05,0.000385515817864791,0.000311681509143829,"Rims2/Syt1/Syt4/Hnrnpk/Rims1/Nedd4l/Cpne6",7
"GO:0051588","GO:0051588","regulation of neurotransmitter transport","13/448","119/17643",1.03990506224426e-05,0.000394289237151866,0.000318774635902913,"Rims2/Syt1/Syt4/Atp2a2/Ppfia2/Rab3a/Gpm6b/Grm8/Pfn2/Rims1/Gpr158/Prepl/Cacna1e",13
"GO:0035725","GO:0035725","sodium ion transmembrane transport","15/448","156/17643",1.0652855699896e-05,0.000396826103129459,0.00032082563920745,"Atp1b1/Slc8a1/Plcb1/Ywhah/Slc6a17/Fgf14/Dmd/Slc4a4/Slc24a2/Atp1a1/Atp1a3/Slc9a9/Nedd4l/Stk39/Slc8a2",15
"GO:0006814","GO:0006814","sodium ion transport","19/448","237/17643",1.06615837419549e-05,0.000396826103129459,0.00032082563920745,"Atp1b1/Akt3/Slc4a10/Slc8a1/Plcb1/Ywhah/Slc6a17/Fgf14/Dmd/Nkain2/Slc4a4/Slc24a2/Atp1a1/Atp1a3/Slc9a9/Nedd4l/Stk39/Slc8a2/Slc4a7",19
"GO:1901841","GO:1901841","regulation of high voltage-gated calcium channel activity","5/448","13/17643",1.12274942060629e-05,0.000414090399945429,0.000334783463598967,"Calm3/Calm1/Cacnb2/Cacna2d1/Fgf14",5
"GO:0032535","GO:0032535","regulation of cellular component size","25/448","376/17643",1.24903437755411e-05,0.000456516438715047,0.00036908403228626,"Akt3/Tmsb4x/Slit1/Cfl1/Capza2/Arpc5/Pak3/Actr3/Eif4g2/Arpc2/Pfn2/Hsp90aa1/Olfm1/Hsp90ab1/Nefl/Nckap1/Ptk2b/Prr16/Dlg1/Prkd1/Slc12a5/Atp2b2/Rb1cc1/Cyfip2/Stk39",25
"GO:0021953","GO:0021953","central nervous system neuron differentiation","16/448","178/17643",1.28428793556514e-05,0.000465210370945335,0.000376112895415504,"Slc4a10/Brinp3/Plxna1/Agbl4/Lingo1/Tox/Psap/Hsp90aa1/Hsp90ab1/Ubb/Nrxn1/Rora/Mycbp2/Rapgef2/Brinp1/Atp2b2",16
"GO:0099171","GO:0099171","presynaptic modulation of chemical synaptic transmission","9/448","58/17643",1.43042827427329e-05,0.000509307220618211,0.0004117642799181,"Rab3a/Ywhah/Chrd/Adcy1/Grm8/Nr3c2/Pfn2/Grik2/Nrn1",9
"GO:0097061","GO:0097061","dendritic spine organization","12/448","105/17643",1.43113194849584e-05,0.000509307220618211,0.0004117642799181,"Cntnap2/Cfl1/Ppfia2/Wasl/Prnp/Actr2/Pak3/Actr3/Tanc1/Kalrn/Bhlhb9/Zfp804a",12
"GO:0031338","GO:0031338","regulation of vesicle fusion","7/448","33/17643",1.56614293989477e-05,0.000552507991926357,0.00044669120372651,"Rims2/Syt1/Syt4/Rab3a/Trim9/Rims1/Syt7",7
"GO:1903305","GO:1903305","regulation of regulated secretory pathway","14/448","143/17643",1.70239643055636e-05,0.00058920333318706,0.000476358622837949,"Rims2/Syt1/Syt4/Atp2a2/Ppfia2/Rab3a/Trim9/Vamp2/Pfn2/Rims1/Syt7/Prepl/Cacna1e/Syt11",14
"GO:0036376","GO:0036376","sodium ion export across plasma membrane","5/448","14/17643",1.71011184326212e-05,0.00058920333318706,0.000476358622837949,"Atp1b1/Slc8a1/Slc4a4/Atp1a1/Atp1a3",5
"GO:0097581","GO:0097581","lamellipodium organization","11/448","90/17643",1.71372919191701e-05,0.00058920333318706,0.000476358622837949,"Cfl1/Actr2/Arpc5/Actr3/Arpc2/Hsp90aa1/Nckap1/Rreb1/Ablim1/Vav3/Abi1",11
"GO:0090128","GO:0090128","regulation of synapse maturation","6/448","23/17643",1.81265793152236e-05,0.000607764729602166,0.000491365125239119,"Ywhaz/Hnrnpk/Rock2/Nefl/Nrxn1/Neurod2",6
"GO:0098974","GO:0098974","postsynaptic actin cytoskeleton organization","6/448","23/17643",1.81265793152236e-05,0.000607764729602166,0.000491365125239119,"Nos1ap/Wasl/Rock2/Actr3/Adgrb1/Cpne6",6
"GO:0099188","GO:0099188","postsynaptic cytoskeleton organization","6/448","23/17643",1.81265793152236e-05,0.000607764729602166,0.000491365125239119,"Nos1ap/Wasl/Rock2/Actr3/Adgrb1/Cpne6",6
"GO:0097479","GO:0097479","synaptic vesicle localization","9/448","60/17643",1.89865303483556e-05,0.000631379947731792,0.000510457537234478,"Magi2/Syt4/Rab3a/Cnih2/Dnm1/Nrxn1/Pcdh17/Bsn/Synj1",9
"GO:0098739","GO:0098739","import across plasma membrane","16/448","184/17643",1.9446764606586e-05,0.00064142702446276,0.00051858038950896,"Atp1b1/Ppp3r1/Slc8a1/Prnp/Ppp3cb/Ppp3ca/Grm1/Dlg1/Slc24a2/Atp1a1/Atp1a3/Slc12a5/Slc9a9/Kcnd3/Cacna1e/Slc8a2",16
"GO:0060078","GO:0060078","regulation of postsynaptic membrane potential","13/448","127/17643",2.1079010321637e-05,0.00068965761995872,0.000557573821411042,"Rims2/Cntnap2/Cx3cl1/Gabra4/Fgf14/Nr3c2/Gabra2/Nrxn1/Ptk2b/Grik2/Ppp3ca/Rims1/Slc8a2",13
"GO:0017158","GO:0017158","regulation of calcium ion-dependent exocytosis","8/448","47/17643",2.14057394790641e-05,0.000694744680532505,0.000561686603930642,"Syt1/Syt4/Atp2a2/Rab3a/Trim9/Vamp2/Syt7/Syt11",8
"GO:0002027","GO:0002027","regulation of heart rate","11/448","93/17643",2.34556557784541e-05,0.000746077423663993,0.000603188057583904,"Slc8a1/Nos1ap/Calm3/Calm1/Cacnb2/Calm2/Cacna2d1/Pkp2/Dmd/Kcnd3/Cacna1e",11
"GO:0002028","GO:0002028","regulation of sodium ion transport","11/448","93/17643",2.34556557784541e-05,0.000746077423663993,0.000603188057583904,"Atp1b1/Akt3/Slc8a1/Plcb1/Ywhah/Fgf14/Dmd/Nkain2/Atp1a1/Nedd4l/Stk39",11
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","20/448","273/17643",2.35390461496158e-05,0.000746077423663993,0.000603188057583904,"Rims2/Syt1/Slit1/Syt4/Cfl1/Plxna1/Hnrnpk/Actr3/Eif4g2/Hsp90aa1/Olfm1/Hsp90ab1/Prickle1/Rims1/Nrn1/Impact/Cyfip2/Nedd4l/Cpne6/Lrp6",20
"GO:0048813","GO:0048813","dendrite morphogenesis","16/448","187/17643",2.3762777968296e-05,0.000747330156723851,0.000604200866170626,"Cntnap2/Cfl1/Ppfia2/Ywhah/Wasl/Actr2/Pak3/Rock2/Actr3/Il1rapl1/Rapgef2/Ppp3ca/Kalrn/Abi1/Bhlhb9/Nedd4l",16
"GO:0006606","GO:0006606","protein import into nucleus","15/448","167/17643",2.4073251287245e-05,0.0007512706190181,0.000607386647862797,"Ranbp2/Cfl1/Ppp3r1/Tnpo3/Kpnb1/Hsp90aa1/Hsp90ab1/Pom121/Ppp3ca/Prickle1/Mapk1/Stk3/Phip/Prkd1/Kpna1",15
"GO:1902074","GO:1902074","response to salt","21/448","297/17643",2.51092005152402e-05,0.000777618522826943,0.000628688379312885,"Syt1/Syt4/Slc8a1/Calm3/Calm1/Plcb1/Calm2/Rock2/Nefl/Nrxn1/Hpca/Dlg2/Ppp3ca/Cpne4/Neurod2/Syt7/Parp1/Stk39/Cpne6/Syt11/Large1",21
"GO:0045055","GO:0045055","regulated exocytosis","18/448","232/17643",2.81344191201303e-05,0.000864707108866428,0.00069909768722748,"Rims2/Syt1/Syt4/Atp2a2/Ppfia2/Snap25/Rab3a/Trim9/Ywhaz/Ppp3cb/Vamp2/Pfn2/Rims1/Syt7/Prepl/Cacna1e/Synj1/Syt11",18
"GO:0006937","GO:0006937","regulation of muscle contraction","14/448","150/17643",2.92025015536293e-05,0.00089078608122612,0.000720181993202286,"Atp1b1/Dock4/Atp2a2/Slc8a1/Calm3/Calm1/Zdhhc21/Calm2/Atp2b1/Pkp2/Dmd/Dlg1/Prkd1/Atp1a1",14
"GO:0043954","GO:0043954","cellular component maintenance","10/448","79/17643",3.03414057441877e-05,0.000918620023165444,0.000742685155529371,"Rims2/Cntnap2/Cfl1/Rab3a/Prnp/Pkp2/Tanc1/Nrxn1/Dlg2/Zfp804a",10
"GO:0051592","GO:0051592","response to calcium ion","13/448","132/17643",3.18328240053959e-05,0.000956635311036229,0.000773419723982951,"Syt1/Syt4/Calm3/Calm1/Calm2/Nrxn1/Hpca/Ppp3ca/Cpne4/Neurod2/Syt7/Cpne6/Syt11",13
"GO:0051170","GO:0051170","import into nucleus","15/448","172/17643",3.40435684560319e-05,0.00101554968548619,0.000821050768645474,"Ranbp2/Cfl1/Ppp3r1/Tnpo3/Kpnb1/Hsp90aa1/Hsp90ab1/Pom121/Ppp3ca/Prickle1/Mapk1/Stk3/Phip/Prkd1/Kpna1",15
"GO:1902745","GO:1902745","positive regulation of lamellipodium organization","7/448","37/17643",3.4574601551837e-05,0.00102386247077228,0.000827771482408945,"Cfl1/Actr2/Actr3/Arpc2/Hsp90aa1/Nckap1/Rreb1",7
"GO:0042692","GO:0042692","muscle cell differentiation","25/448","401/17643",3.66540778081096e-05,0.00107757676570653,0.000871198371091301,"Syne1/Tmsb4x/Cntnap2/H3f3b/Atp2a2/Slc8a1/Nebl/Sgcd/Uchl1/Ppp3cb/Adgrb1/Hnrnpu/Actg1/Dmd/Tanc1/Slc25a4/Lncpint/Rora/Ppp3ca/Prickle1/Prkd1/Smarca2/Supt6/Pias1/Large1",25
"GO:0071805","GO:0071805","potassium ion transmembrane transport","16/448","194/17643",3.7289489268784e-05,0.00108837020117595,0.000879924638860513,"Atp1b1/Prnp/Vamp2/Nr3c2/Kcnq5/Kcnd2/Dlg1/Slc24a2/Atp1a1/Atp1a3/Slc12a5/Slc9a9/Kcnd3/Nedd4l/Stk39/Large1",16
"GO:0010469","GO:0010469","regulation of signaling receptor activity","12/448","118/17643",4.64932833057851e-05,0.0013473089312255,0.00108927120887839,"Cfl1/Rasgrf1/Cnih2/Dlgap1/Aplp2/Tafa1/Nrxn1/Ppp2ca/Ptk2b/Dapk1/Fbxw7/Rasgrf2",12
"GO:0060074","GO:0060074","synapse maturation","7/448","39/17643",4.9439246055348e-05,0.00142251788118118,0.00115007607845065,"Ywhaz/Hnrnpk/Rock2/Nefl/Nrxn1/Neurod2/Sez6l2",7
"GO:0051963","GO:0051963","regulation of synapse assembly","13/448","138/17643",5.0819436703871e-05,0.00144668947194685,0.00116961830613401,"Lrfn5/Mdga2/Chd4/Actr3/Adgrb1/Nrxn1/Il1rapl1/Ptk2b/Mycbp2/Lingo2/Icam5/Adgrb2/Bhlhb9",13
"GO:0140029","GO:0140029","exocytic process","11/448","101/17643",5.09925054198668e-05,0.00144668947194685,0.00116961830613401,"Rims2/Syt1/Exoc6b/Snap25/Rab3a/Exoc4/Ywhaz/Vamp2/Rims1/Syt7/Synj1",11
"GO:1901653","GO:1901653","cellular response to peptide","21/448","313/17643",5.40591855139654e-05,0.00152304246965387,0.00123134811448477,"Akt3/Mbd5/Cfl1/Pkm/Plcb1/Prnp/Cacna2d1/Hnrnpk/Rock2/Vamp2/Nr3c2/Cpeb1/Atp2b1/Rpl23/Ppp3ca/Grm5/Mapk1/Phip/Prkd1/Atp1a3/Parp1",21
"GO:0055001","GO:0055001","muscle cell development","16/448","201/17643",5.72138994230452e-05,0.00159936558846745,0.0012930537663725,"Cntnap2/Atp2a2/Slc8a1/Nebl/Sgcd/Uchl1/Ppp3cb/Hnrnpu/Actg1/Dmd/Slc25a4/Lncpint/Ppp3ca/Prickle1/Prkd1/Large1",16
"GO:1901019","GO:1901019","regulation of calcium ion transmembrane transporter activity","10/448","85/17643",5.75566615519468e-05,0.00159936558846745,0.0012930537663725,"Atp1b1/Calm3/Calm1/Cacnb2/Calm2/Cacna2d1/Fgf14/Dmd/Hpca/Stim2",10
"GO:1900242","GO:1900242","regulation of synaptic vesicle endocytosis","6/448","28/17643",6.07430825497416e-05,0.00167642643472314,0.00135535585553165,"Btbd9/Ppp3cb/Actg1/Dnm1/Syt7/Syt11",6
"GO:1903829","GO:1903829","positive regulation of protein localization","28/448","492/17643",6.38804067344786e-05,0.0017511000683904,0.00141572793303439,"Pgrmc1/Cfl1/Tmem30a/Plcb1/Prnp/Hnrnpk/Ppp3cb/Rock2/Actr3/Vamp2/Bsg/Arpc2/Hsp90aa1/Ppia/Hsp90ab1/Nrxn1/Oga/Hpca/Cemip/Dlg1/Mapk1/Prkd1/Fbxw7/Parp1/Pias1/Hnrnpm/Nptn/Syt11",28
"GO:0048588","GO:0048588","developmental cell growth","19/448","270/17643",6.46414373961912e-05,0.0017600692048077,0.00142297929301683,"Rims2/Syt1/Slit1/Syt4/Plxna1/Hnrnpk/Actr3/Eif4g2/Hsp90aa1/Olfm1/Hsp90ab1/Slc25a4/Prickle1/Rims1/Nrn1/Impact/Cyfip2/Nedd4l/Cpne6",19
"GO:0006813","GO:0006813","potassium ion transport","17/448","225/17643",6.5111798669814e-05,0.00176105711468957,0.00142377799757993,"Atp1b1/Prnp/Vamp2/Nr3c2/Kcnq5/Kcnd2/Ptk2b/Dlg1/Slc24a2/Atp1a1/Atp1a3/Slc12a5/Slc9a9/Kcnd3/Nedd4l/Stk39/Large1",17
"GO:0099633","GO:0099633","protein localization to postsynaptic specialization membrane","7/448","41/17643",6.91695031490534e-05,0.00182167127137003,0.00147278328077241,"Magi2/Nbea/Gphn/Dlg2/Kalrn/Dlg1/Nptxr",7
"GO:0099645","GO:0099645","neurotransmitter receptor localization to postsynaptic specialization membrane","7/448","41/17643",6.91695031490534e-05,0.00182167127137003,0.00147278328077241,"Magi2/Nbea/Gphn/Dlg2/Kalrn/Dlg1/Nptxr",7
