"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010882","GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling","3/139","14/17643",0.000163461898355024,0.00359042625860508,0.00279379477243905,"Ank2/Slc8a1/Dmd",3
"GO:0021680","GO:0021680","cerebellar Purkinje cell layer development","4/139","36/17643",0.000178687494941163,0.00376998558900534,0.00293351409334491,"Nfix/Rere/Cntnap2/Herc1",4
"GO:0099560","GO:0099560","synaptic membrane adhesion","4/139","36/17643",0.000178687494941163,0.00376998558900534,0.00293351409334491,"Cadm1/Ptprs/Nrxn1/Nrg1",4
"GO:1905145","GO:1905145","cellular response to acetylcholine","4/139","36/17643",0.000178687494941163,0.00376998558900534,0.00293351409334491,"Sorbs1/Ly6h/Chrm3/Gnaq",4
"GO:0007605","GO:0007605","sensory perception of sound","7/139","149/17643",0.000179164650595701,0.00376998558900534,0.00293351409334491,"Cacna1d/Nav2/Grm7/Rpl38/Cntn5/Pcdh15/Asic2",7
"GO:0031099","GO:0031099","regeneration","7/139","149/17643",0.000179164650595701,0.00376998558900534,0.00293351409334491,"Nfix/Nfib/Neo1/Gap43/Ptprs/Nrg1/Dmd",7
"GO:0086003","GO:0086003","cardiac muscle cell contraction","5/139","67/17643",0.000184271177390888,0.00384512523488986,0.00299198201184679,"Cacna1d/Ank2/Cacna1c/Pde4d/Akap6",5
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","8/139","200/17643",0.000187902792283211,0.0038566278022718,0.00300093242895792,"Dync1i2/Ubb/Ank3/Mapt/Nme7/Kif1b/Ccdc88a/App",8
"GO:1990138","GO:1990138","neuron projection extension","8/139","200/17643",0.000187902792283211,0.0038566278022718,0.00300093242895792,"Bcl11a/Mapt/Macf1/Robo1/Clasp2/Ttc3/Ptprs/Slit3",8
"GO:0098703","GO:0098703","calcium ion import across plasma membrane","4/139","37/17643",0.000199128371733117,0.00405380034812784,0.00315435700537441,"Cacna1d/Cacna1c/Cacna1b/Slc8a1",4
"GO:0021932","GO:0021932","hindbrain radial glia guided cell migration","3/139","15/17643",0.000203150376854997,0.00409877616675517,0.00318935374334278,"Rere/Ctnna2/Dab1",3
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","10/139","316/17643",0.000204611430049679,0.00409877616675517,0.00318935374334278,"Ppia/Robo1/Agrn/Tenm1/Dab1/Nrxn1/Nrg1/Ccdc88a/App/Akap6",10
"GO:0051347","GO:0051347","positive regulation of transferase activity","12/139","445/17643",0.000211615764593894,0.00419072167933377,0.0032608987003728,"Pabpn1/Ppia/Robo1/Agrn/Tenm1/Dab1/Nrxn1/Nrg1/Ccdc88a/Hnrnpa2b1/App/Akap6",12
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","6/139","108/17643",0.000212548583576433,0.00419072167933377,0.0032608987003728,"Ank3/Sorbs1/Clasp2/Dpp6/Grip1/Nrxn1",6
"GO:0086004","GO:0086004","regulation of cardiac muscle cell contraction","4/139","38/17643",0.000221202288148631,0.00423954613499483,0.00329889015296596,"Ank2/Cacna1c/Pde4d/Akap6",4
"GO:0098698","GO:0098698","postsynaptic specialization assembly","4/139","38/17643",0.000221202288148631,0.00423954613499483,0.00329889015296596,"Nrxn2/Gap43/Ptprs/Nrxn1",4
"GO:1904861","GO:1904861","excitatory synapse assembly","4/139","38/17643",0.000221202288148631,0.00423954613499483,0.00329889015296596,"Nrxn2/Ptprs/Cntnap2/Nrxn1",4
"GO:0045664","GO:0045664","regulation of neuron differentiation","8/139","205/17643",0.000222320850196473,0.00423954613499483,0.00329889015296596,"Pbx1/Bcl11a/Ttc3/Dpysl2/Tcf4/Dab1/App/Dmd",8
"GO:0021761","GO:0021761","limbic system development","6/139","109/17643",0.000223490451205798,0.00423954613499483,0.00329889015296596,"Ubb/Nfix/Kirrel3/Ptprs/Dab1/Cntnap2",6
"GO:0035725","GO:0035725","sodium ion transmembrane transport","7/139","156/17643",0.000237608627409819,0.00444623603120955,0.0034597204026269,"Ank3/Agrn/Slc8a1/Grip1/Hecw1/Asic2/Dmd",7
"GO:1905144","GO:1905144","response to acetylcholine","4/139","39/17643",0.000244984476896313,0.00444623603120955,0.0034597204026269,"Sorbs1/Ly6h/Chrm3/Gnaq",4
"GO:0000375","GO:0000375","RNA splicing, via transesterification reactions","9/139","264/17643",0.000247624704285602,0.00444623603120955,0.0034597204026269,"Prpf4b/Celf4/Malat1/Snrnp70/Son/Rsrp1/Srsf2/Hnrnpa2b1/Celf2",9
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","9/139","264/17643",0.000247624704285602,0.00444623603120955,0.0034597204026269,"Prpf4b/Celf4/Malat1/Snrnp70/Son/Rsrp1/Srsf2/Hnrnpa2b1/Celf2",9
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome","9/139","264/17643",0.000247624704285602,0.00444623603120955,0.0034597204026269,"Prpf4b/Celf4/Malat1/Snrnp70/Son/Rsrp1/Srsf2/Hnrnpa2b1/Celf2",9
"GO:0010644","GO:0010644","cell communication by electrical coupling","3/139","16/17643",0.000248591471393505,0.00444623603120955,0.0034597204026269,"Ank3/Slc8a1/Pde4d",3
"GO:0086012","GO:0086012","membrane depolarization during cardiac muscle cell action potential","3/139","16/17643",0.000248591471393505,0.00444623603120955,0.0034597204026269,"Cacna1d/Cacna1c/Ank3",3
"GO:1904181","GO:1904181","positive regulation of membrane depolarization","3/139","16/17643",0.000248591471393505,0.00444623603120955,0.0034597204026269,"Cacna1d/Cacna1c/Ank3",3
"GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol","5/139","72/17643",0.000258694008664744,0.00459411204040085,0.00357478618916343,"Ank2/Slc8a1/Pde4d/Akap6/Dmd",5
"GO:0010469","GO:0010469","regulation of signaling receptor activity","6/139","118/17643",0.000343257863451977,0.00605294147946303,0.00470993554669837,"Prrt1/Nrxn2/Grip1/Nrxn1/Pde4d/App",6
"GO:0021781","GO:0021781","glial cell fate commitment","3/139","18/17643",0.000358075766918724,0.00622653972475336,0.00484501640765028,"Nfix/Nfib/Nrg1",3
"GO:0071625","GO:0071625","vocalization behavior","3/139","18/17643",0.000358075766918724,0.00622653972475336,0.00484501640765028,"Nrxn2/Cntnap2/Nrxn1",3
"GO:0010970","GO:0010970","transport along microtubule","7/139","169/17643",0.00038645784033047,0.00667372711853447,0.00519298339347877,"Dync1i2/Ubb/Ank3/Mapt/Nme7/Kif1b/App",7
"GO:0086009","GO:0086009","membrane repolarization","4/139","44/17643",0.00039220338920756,0.00672655675736802,0.00523409137291416,"Cacna1d/Ank2/Kcnh7/Akap6",4
"GO:1903532","GO:1903532","positive regulation of secretion by cell","10/139","344/17643",0.00040182177705816,0.00684463761737165,0.00532597285595885,"Cacna1d/Ppia/Cacna1c/Cacna1b/Clasp2/Nnat/Dpysl2/Chrm3/Cadps/Gnaq",10
"GO:0043484","GO:0043484","regulation of RNA splicing","7/139","171/17643",0.000414830349628696,0.00696456346790704,0.00541928996935258,"Celf4/Malat1/Snrnp70/Son/Srsf2/Hnrnpa2b1/Celf2",7
"GO:0001976","GO:0001976","nervous system process involved in regulation of systemic arterial blood pressure","3/139","19/17643",0.000422769028403303,0.00696456346790704,0.00541928996935258,"Nav2/Chrm3/Asic2",3
"GO:0016322","GO:0016322","neuron remodeling","3/139","19/17643",0.000422769028403303,0.00696456346790704,0.00541928996935258,"Bcl11a/Gnaq/App",3
"GO:0060019","GO:0060019","radial glial cell differentiation","3/139","19/17643",0.000422769028403303,0.00696456346790704,0.00541928996935258,"Nfix/Cdh2/Gap43",3
"GO:1905874","GO:1905874","regulation of postsynaptic density organization","3/139","19/17643",0.000422769028403303,0.00696456346790704,0.00541928996935258,"Cdh2/Ptprs/Nrxn1",3
"GO:0021696","GO:0021696","cerebellar cortex morphogenesis","4/139","45/17643",0.000427854385567389,0.00700227046706367,0.00544863066862908,"Nfix/Cntnap2/Nrxn1/Herc1",4
"GO:0008217","GO:0008217","regulation of blood pressure","7/139","173/17643",0.000444845067927213,0.00723200297206935,0.00562739091193054,"Nisch/Nav2/Cacna1c/Cacna1b/Chrm3/Gnaq/Asic2",7
"GO:0051966","GO:0051966","regulation of synaptic transmission, glutamatergic","5/139","81/17643",0.000447667915603334,0.00723200297206935,0.00562739091193054,"Grm7/Cdh2/Gria4/Gria2/Nrxn1",5
"GO:0050905","GO:0050905","neuromuscular process","7/139","174/17643",0.000460489543082454,0.00739144753768247,0.00575145846319584,"Pcdh15/Ctnna2/Cntnap2/Nrxn1/App/Herc1/Dmd",7
"GO:1903115","GO:1903115","regulation of actin filament-based movement","4/139","46/17643",0.000465758856211274,0.00740393004848668,0.00576117139723762,"Ank2/Cacna1c/Pde4d/Akap6",4
"GO:0061387","GO:0061387","regulation of extent of cell growth","6/139","125/17643",0.000467180889640933,0.00740393004848668,0.00576117139723762,"Bcl11a/Mapt/Macf1/Clasp2/Ttc3/Ptprs",6
"GO:0060314","GO:0060314","regulation of ryanodine-sensitive calcium-release channel activity","3/139","20/17643",0.000494515308142175,0.0076910952272547,0.00598462134927209,"Pde4d/Akap6/Dmd",3
"GO:0097091","GO:0097091","synaptic vesicle clustering","3/139","20/17643",0.000494515308142175,0.0076910952272547,0.00598462134927209,"Syn2/Cdh2/Nrxn1",3
"GO:0099150","GO:0099150","regulation of postsynaptic specialization assembly","3/139","20/17643",0.000494515308142175,0.0076910952272547,0.00598462134927209,"Gap43/Ptprs/Nrxn1",3
"GO:0007628","GO:0007628","adult walking behavior","4/139","47/17643",0.000505996742761231,0.0078210854560131,0.00608576979110487,"Cacna1c/Mapt/Pcdh15/Dab1",4
"GO:0043270","GO:0043270","positive regulation of monoatomic ion transport","8/139","234/17643",0.000538948069077573,0.00827930039859045,0.00644231757095633,"Cacna1d/Ank2/Cacna1c/Ank3/Dpp6/Asic2/Akap6/Dmd",8
"GO:0050954","GO:0050954","sensory perception of mechanical stimulus","7/139","180/17643",0.000563829627976653,0.00855654174820326,0.00665804555907358,"Cacna1d/Nav2/Grm7/Rpl38/Cntn5/Pcdh15/Asic2",7
"GO:1903169","GO:1903169","regulation of calcium ion transmembrane transport","7/139","180/17643",0.000563829627976653,0.00855654174820326,0.00665804555907358,"Cacna1d/Ank2/Cacna1c/Slc8a1/Pde4d/Akap6/Dmd",7
"GO:1902074","GO:1902074","response to salt","9/139","297/17643",0.000583731574562293,0.00880520399219266,0.00685153547568043,"Sorbs1/Ncam1/Ly6h/Pcdh15/Chrm3/Slc8a1/Nrxn1/Gnaq/App",9
"GO:0021782","GO:0021782","glial cell development","6/139","131/17643",0.000598984313812362,0.00898117797476739,0.00698846495346159,"Nfix/Cntnap2/Nrg1/Tenm4/App/Dmd",6
"GO:1902414","GO:1902414","protein localization to cell junction","6/139","132/17643",0.000623501421893882,0.00929314024060882,0.00723121009978431,"Mapt/Nrxn2/Actb/Grip1/Nrxn1/Asic2",6
"GO:0070509","GO:0070509","calcium ion import","4/139","50/17643",0.000641515646196626,0.00950506022530385,0.00739611000379916,"Cacna1d/Cacna1c/Cacna1b/Slc8a1",4
"GO:0021954","GO:0021954","central nervous system neuron development","5/139","88/17643",0.000655058958981018,0.00955823056127894,0.00743748308766072,"Ubb/Dcc/Nfib/Cdh11/Gnaq",5
"GO:0021535","GO:0021535","cell migration in hindbrain","3/139","22/17643",0.000660372958107531,0.00955823056127894,0.00743748308766072,"Rere/Ctnna2/Dab1",3
"GO:0032148","GO:0032148","activation of protein kinase B activity","3/139","22/17643",0.000660372958107531,0.00955823056127894,0.00743748308766072,"Ppia/Nrg1/Ccdc88a",3
"GO:1905962","GO:1905962","glutamatergic neuron differentiation","3/139","22/17643",0.000660372958107531,0.00955823056127894,0.00743748308766072,"Nfix/Cntnap2/Nrxn1",3
"GO:0051047","GO:0051047","positive regulation of secretion","10/139","367/17643",0.000664449249410061,0.00956195931334938,0.00744038451698743,"Cacna1d/Ppia/Cacna1c/Cacna1b/Clasp2/Nnat/Dpysl2/Chrm3/Cadps/Gnaq",10
"GO:0033674","GO:0033674","positive regulation of kinase activity","10/139","368/17643",0.000678494422715668,0.00970828591131447,0.0075542446703561,"Ppia/Robo1/Agrn/Tenm1/Dab1/Nrxn1/Nrg1/Ccdc88a/App/Akap6",10
"GO:0071709","GO:0071709","membrane assembly","4/139","51/17643",0.000691893417744661,0.00984375635245813,0.007659657393812,"Ank3/Nrxn2/Cdh2/Nrxn1",4
"GO:0048675","GO:0048675","axon extension","6/139","135/17643",0.000701749323178887,0.00992757234598832,0.00772487658164805,"Mapt/Macf1/Clasp2/Ttc3/Ptprs/Slit3",6
"GO:0042063","GO:0042063","gliogenesis","10/139","371/17643",0.000722110612742576,0.0101582301927383,0.00790435685503553,"Nfix/Nfib/Cdh2/Gap43/Dab1/Cntnap2/Nrg1/Tenm4/App/Dmd",10
"GO:0031103","GO:0031103","axon regeneration","4/139","53/17643",0.000800944056146263,0.0111420217588347,0.0086698681165306,"Neo1/Gap43/Ptprs/Nrg1",4
"GO:0051489","GO:0051489","regulation of filopodium assembly","4/139","53/17643",0.000800944056146263,0.0111420217588347,0.0086698681165306,"Agrn/Tenm1/Gap43/Nrxn1",4
"GO:1903523","GO:1903523","negative regulation of blood circulation","3/139","24/17643",0.00085797830388588,0.0118694899056919,0.00923592812150487,"Chrm3/Pde4d/App",3
"GO:0009611","GO:0009611","response to wounding","11/139","450/17643",0.000879837267739851,0.0120949603390742,0.00941137194704318,"Ppia/Nfix/Macf1/Clasp2/Nfib/Neo1/Gap43/Ptprs/Nrg1/Prkg1/Gnaq",11
"GO:0070252","GO:0070252","actin-mediated cell contraction","5/139","94/17643",0.000883936797943521,0.0120949603390742,0.00941137194704318,"Cacna1d/Ank2/Cacna1c/Pde4d/Akap6",5
"GO:0048469","GO:0048469","cell maturation","7/139","195/17643",0.000904056025847812,0.0123030233082767,0.00957327061695823,"Nfix/Bcl11a/Ank3/Cntnap2/Nrxn1/Gnaq/App",7
"GO:0035176","GO:0035176","social behavior","4/139","55/17643",0.000921598990101134,0.0124739668714229,0.00970628580755163,"Nfix/Nrxn2/Cntnap2/Nrxn1",4
"GO:0006397","GO:0006397","mRNA processing","11/139","454/17643",0.000945356462836623,0.0127085075360129,0.00988878739244992,"Pabpn1/Prpf4b/Celf4/Malat1/Snrnp70/Son/Rsrp1/Srsf2/Hnrnpa2b1/App/Celf2",11
"GO:0010996","GO:0010996","response to auditory stimulus","3/139","25/17643",0.000969378969400345,0.0127085075360129,0.00988878739244992,"Nrxn2/Cntnap2/Nrxn1",3
"GO:0034643","GO:0034643","establishment of mitochondrion localization, microtubule-mediated","3/139","25/17643",0.000969378969400345,0.0127085075360129,0.00988878739244992,"Ubb/Mapt/Kif1b",3
"GO:0047497","GO:0047497","mitochondrion transport along microtubule","3/139","25/17643",0.000969378969400345,0.0127085075360129,0.00988878739244992,"Ubb/Mapt/Kif1b",3
"GO:0086019","GO:0086019","cell-cell signaling involved in cardiac conduction","3/139","25/17643",0.000969378969400345,0.0127085075360129,0.00988878739244992,"Cacna1d/Ank2/Cacna1c",3
"GO:2000311","GO:2000311","regulation of AMPA receptor activity","3/139","25/17643",0.000969378969400345,0.0127085075360129,0.00988878739244992,"Prrt1/Grip1/Nrxn1",3
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","4/139","56/17643",0.00098648245264179,0.0127327425846136,0.00990764525143762,"Celf4/Malat1/Srsf2/Celf2",4
"GO:0051703","GO:0051703","biological process involved in intraspecies interaction between organisms","4/139","56/17643",0.00098648245264179,0.0127327425846136,0.00990764525143762,"Nfix/Nrxn2/Cntnap2/Nrxn1",4
"GO:2001222","GO:2001222","regulation of neuron migration","4/139","56/17643",0.00098648245264179,0.0127327425846136,0.00990764525143762,"Unc5d/Ctnna2/Nrg1/Zswim6",4
"GO:0048639","GO:0048639","positive regulation of developmental growth","7/139","200/17643",0.00104779938169028,0.0134548187269357,0.010469509611383,"Bcl11a/Mapt/Macf1/Ncam1/Agrn/Nrg1/Akap6",7
"GO:0051924","GO:0051924","regulation of calcium ion transport","8/139","261/17643",0.00109549261227878,0.0139954770466636,0.010890208514114,"Cacna1d/Ank2/Cacna1c/Cacna1b/Slc8a1/Pde4d/Akap6/Dmd",8
"GO:0035418","GO:0035418","protein localization to synapse","5/139","99/17643",0.00111624453242595,0.0140245224627491,0.0109128094327176,"Mapt/Nrxn2/Grip1/Nrxn1/Asic2",5
"GO:0003012","GO:0003012","muscle system process","10/139","393/17643",0.00111802843767901,0.0140245224627491,0.0109128094327176,"Cacna1d/Ank2/Cacna1c/Agrn/Chrm3/Slc8a1/Pde4d/Prkg1/Akap6/Dmd",10
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","8/139","262/17643",0.0011226239606908,0.0140245224627491,0.0109128094327176,"Cacna1b/Syn2/Cdh2/Actb/Grip1/Nrxn1/Nrg1/Cadps",8
"GO:0007528","GO:0007528","neuromuscular junction development","4/139","58/17643",0.00112577037340758,0.0140245224627491,0.0109128094327176,"Sorbs1/Agrn/Cntnap2/App",4
"GO:0044091","GO:0044091","membrane biogenesis","4/139","58/17643",0.00112577037340758,0.0140245224627491,0.0109128094327176,"Ank3/Nrxn2/Cdh2/Nrxn1",4
"GO:0031644","GO:0031644","regulation of nervous system process","6/139","148/17643",0.00113236218836643,0.0140368065330175,0.0109223679555303,"Nrxn2/Celf4/Cntnap2/Nrxn1/Tenm4/App",6
"GO:0035264","GO:0035264","multicellular organism growth","7/139","204/17643",0.00117525787019971,0.0144257142499023,0.0112249861596474,"Meg3/Nfix/Pcdh15/Cntnap2/Pde4d/App/Dmd",7
"GO:0099111","GO:0099111","microtubule-based transport","7/139","204/17643",0.00117525787019971,0.0144257142499023,0.0112249861596474,"Dync1i2/Ubb/Ank3/Mapt/Nme7/Kif1b/App",7
"GO:0021872","GO:0021872","forebrain generation of neurons","4/139","59/17643",0.00120033834415035,0.0146616937256218,0.0114086073171876,"Ubb/Nfix/Zswim6/Gnaq",4
"GO:0010458","GO:0010458","exit from mitosis","3/139","27/17643",0.00121869277731814,0.0146711861269453,0.0114159935770034,"Nfix/Clasp2/Nfib",3
"GO:0021533","GO:0021533","cell differentiation in hindbrain","3/139","27/17643",0.00121869277731814,0.0146711861269453,0.0114159935770034,"Nfix/Nrxn1/Herc1",3
"GO:0097107","GO:0097107","postsynaptic density assembly","3/139","27/17643",0.00121869277731814,0.0146711861269453,0.0114159935770034,"Nrxn2/Ptprs/Nrxn1",3
"GO:0097479","GO:0097479","synaptic vesicle localization","4/139","60/17643",0.00127829786779191,0.0153151093825404,0.0119170453451666,"Syn2/Cdh2/Dpysl2/Nrxn1",4
"GO:0008344","GO:0008344","adult locomotory behavior","5/139","103/17643",0.00133244014504636,0.01588776249141,0.012362640142761,"Cacna1c/Mapt/Pcdh15/Dab1/App",5
"GO:0099558","GO:0099558","maintenance of synapse structure","3/139","28/17643",0.00135710956788136,0.0159848125179105,0.0124381570416396,"Cadm1/Cntnap2/Nrxn1",3
"GO:0071695","GO:0071695","anatomical structure maturation","8/139","270/17643",0.0013595671391209,0.0159848125179105,0.0124381570416396,"Nfix/Bcl11a/Ank3/Rere/Cntnap2/Nrxn1/Gnaq/App",8
"GO:1903078","GO:1903078","positive regulation of protein localization to plasma membrane","4/139","61/17643",0.00135973045779351,0.0159848125179105,0.0124381570416396,"Sorbs1/Dpp6/Grip1/Nrxn1",4
"GO:0051651","GO:0051651","maintenance of location in cell","7/139","212/17643",0.00146652013544459,0.0171596561642675,0.0133523304019082,"Ank2/Ank3/Slc8a1/Pde4d/Ccdc88a/Akap6/Dmd",7
"GO:0086010","GO:0086010","membrane depolarization during action potential","3/139","29/17643",0.00150502292473004,0.017528266993135,0.0136391551220333,"Cacna1d/Cacna1c/Ank3",3
"GO:0032024","GO:0032024","positive regulation of insulin secretion","5/139","106/17643",0.00151379135582169,0.0175318884577629,0.013641973068488,"Cacna1d/Cacna1c/Nnat/Chrm3/Gnaq",5
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","8/139","275/17643",0.00152680310658278,0.0175318884577629,0.013641973068488,"Pabpn1/Celf4/Malat1/Snrnp70/Son/Srsf2/Hnrnpa2b1/Celf2",8
"GO:0031102","GO:0031102","neuron projection regeneration","4/139","63/17643",0.00153334008476441,0.0175318884577629,0.013641973068488,"Neo1/Gap43/Ptprs/Nrg1",4
"GO:0050885","GO:0050885","neuromuscular process controlling balance","4/139","63/17643",0.00153334008476441,0.0175318884577629,0.013641973068488,"Pcdh15/Nrxn1/App/Herc1",4
"GO:0007613","GO:0007613","memory","6/139","158/17643",0.00158295295581958,0.0180168827335101,0.0140193584747466,"Nfix/Mapt/Grm7/Pde4d/Nrg1/App",6
"GO:0071868","GO:0071868","cellular response to monoamine stimulus","4/139","64/17643",0.001625679251022,0.0183364902908067,0.0142680526014307,"Pde4d/Gnaq/App/Akap6",4
"GO:0071870","GO:0071870","cellular response to catecholamine stimulus","4/139","64/17643",0.001625679251022,0.0183364902908067,0.0142680526014307,"Pde4d/Gnaq/App/Akap6",4
"GO:0006939","GO:0006939","smooth muscle contraction","5/139","109/17643",0.00171269386749636,0.0190771082757185,0.0148443448034114,"Cacna1c/Chrm3/Slc8a1/Pde4d/Prkg1",5
"GO:0071867","GO:0071867","response to monoamine","4/139","65/17643",0.0017218156830321,0.0190771082757185,0.0148443448034114,"Pde4d/Gnaq/App/Akap6",4
"GO:0071869","GO:0071869","response to catecholamine","4/139","65/17643",0.0017218156830321,0.0190771082757185,0.0148443448034114,"Pde4d/Gnaq/App/Akap6",4
"GO:0098900","GO:0098900","regulation of action potential","4/139","65/17643",0.0017218156830321,0.0190771082757185,0.0148443448034114,"Ank2/Cacna1c/Ank3/Cntnap2",4
"GO:0030516","GO:0030516","regulation of axon extension","5/139","110/17643",0.0017830663667589,0.0196687144597546,0.0153046874327416,"Mapt/Macf1/Clasp2/Ttc3/Ptprs",5
"GO:0021697","GO:0021697","cerebellar cortex formation","3/139","31/17643",0.00183026544968881,0.0200130335634096,0.0155726101924799,"Nfix/Nrxn1/Herc1",3
"GO:0021952","GO:0021952","central nervous system projection neuron axonogenesis","3/139","31/17643",0.00183026544968881,0.0200130335634096,0.0155726101924799,"Dcc/Nfib/Cdh11",3
"GO:0030336","GO:0030336","negative regulation of cell migration","8/139","285/17643",0.00191015249640597,0.0207264147371624,0.0161277087937143,"Nisch/Srgap3/Robo1/Clasp2/Ptprg/Nrg1/Cdh11/Prkg1",8
"GO:0050714","GO:0050714","positive regulation of protein secretion","6/139","164/17643",0.0019120614234363,0.0207264147371624,0.0161277087937143,"Cacna1d/Ppia/Cacna1c/Nnat/Chrm3/Gnaq",6
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane","5/139","112/17643",0.00193014077961791,0.020832209104152,0.0162100298687512,"Sorbs1/Dpp6/Actb/Grip1/Nrxn1",5
"GO:0007269","GO:0007269","neurotransmitter secretion","6/139","165/17643",0.00197159679287966,0.0210977708092763,0.0164166696519129,"Cacna1b/Nrxn2/Syn2/Ptprn2/Nrxn1/Cadps",6
"GO:0099643","GO:0099643","signal release from synapse","6/139","165/17643",0.00197159679287966,0.0210977708092763,0.0164166696519129,"Cacna1b/Nrxn2/Syn2/Ptprn2/Nrxn1/Cadps",6
"GO:0051654","GO:0051654","establishment of mitochondrion localization","3/139","32/17643",0.00200803984079037,0.0213056430565216,0.0165784199166056,"Ubb/Mapt/Kif1b",3
"GO:0060306","GO:0060306","regulation of membrane repolarization","3/139","32/17643",0.00200803984079037,0.0213056430565216,0.0165784199166056,"Cacna1d/Ank2/Akap6",3
"GO:2001259","GO:2001259","positive regulation of cation channel activity","4/139","68/17643",0.00203381142420471,0.021488032937589,0.0167203417552872,"Ank2/Ank3/Asic2/Akap6",4
"GO:0051209","GO:0051209","release of sequestered calcium ion into cytosol","5/139","114/17643",0.00208590232513772,0.021945795891365,0.0170765378320651,"Ank2/Slc8a1/Pde4d/Akap6/Dmd",5
"GO:0032413","GO:0032413","negative regulation of ion transmembrane transporter activity","4/139","69/17643",0.00214593815836715,0.0223892881189639,0.0174216295225333,"Ank3/Agrn/Grip1/Hecw1",4
"GO:0050771","GO:0050771","negative regulation of axonogenesis","4/139","69/17643",0.00214593815836715,0.0223892881189639,0.0174216295225333,"Bcl11a/Ttc3/Ptprs/Dab1",4
"GO:0051283","GO:0051283","negative regulation of sequestering of calcium ion","5/139","115/17643",0.00216713406281195,0.0225166128351914,0.0175207038666299,"Ank2/Slc8a1/Pde4d/Akap6/Dmd",5
"GO:0016339","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","3/139","33/17643",0.00219620148124992,0.0225380676600401,0.0175373983683934,"Cdh2/Nrxn1/Cdh11",3
"GO:0086091","GO:0086091","regulation of heart rate by cardiac conduction","3/139","33/17643",0.00219620148124992,0.0225380676600401,0.0175373983683934,"Cacna1d/Ank2/Cacna1c",3
"GO:0140058","GO:0140058","neuron projection arborization","3/139","33/17643",0.00219620148124992,0.0225380676600401,0.0175373983683934,"Macf1/Cntnap2/Grip1",3
"GO:0032414","GO:0032414","positive regulation of ion transmembrane transporter activity","5/139","116/17643",0.00225064968219012,0.02290905204961,0.0178260700116984,"Ank2/Ank3/Asic2/Akap6/Dmd",5
"GO:0033135","GO:0033135","regulation of peptidyl-serine phosphorylation","5/139","116/17643",0.00225064968219012,0.02290905204961,0.0178260700116984,"Tenm1/Nrxn1/Pde4d/App/Dmd",5
"GO:0021987","GO:0021987","cerebral cortex development","5/139","117/17643",0.00233648669257307,0.023590978541141,0.0183566929879149,"Nfix/Robo1/Cdh2/Ptprs/Dab1",5
"GO:0051282","GO:0051282","regulation of sequestering of calcium ion","5/139","117/17643",0.00233648669257307,0.023590978541141,0.0183566929879149,"Ank2/Slc8a1/Pde4d/Akap6/Dmd",5
"GO:2000146","GO:2000146","negative regulation of cell motility","8/139","296/17643",0.00241572536095231,0.0242930775254,0.018903012653235,"Nisch/Srgap3/Robo1/Clasp2/Ptprg/Nrg1/Cdh11/Prkg1",8
"GO:0046847","GO:0046847","filopodium assembly","4/139","72/17643",0.00250780972033162,0.0248593427382643,0.0193436368793203,"Agrn/Tenm1/Gap43/Nrxn1",4
"GO:0035249","GO:0035249","synaptic transmission, glutamatergic","5/139","119/17643",0.002515275191962,0.0248593427382643,0.0193436368793203,"Grm7/Cdh2/Gria4/Gria2/Nrxn1",5
"GO:0051208","GO:0051208","sequestering of calcium ion","5/139","119/17643",0.002515275191962,0.0248593427382643,0.0193436368793203,"Ank2/Slc8a1/Pde4d/Akap6/Dmd",5
"GO:0032970","GO:0032970","regulation of actin filament-based process","9/139","368/17643",0.00257738500062959,0.0248593427382643,0.0193436368793203,"Ank2/Cacna1c/Clasp2/Stmn1/Tenm1/Ctnna2/Pde4d/Ccdc88a/Akap6",9
"GO:0048679","GO:0048679","regulation of axon regeneration","3/139","35/17643",0.00260450103319809,0.0248593427382643,0.0193436368793203,"Neo1/Ptprs/Nrg1",3
"GO:0030048","GO:0030048","actin filament-based movement","5/139","120/17643",0.00260830194520842,0.0248593427382643,0.0193436368793203,"Cacna1d/Ank2/Cacna1c/Pde4d/Akap6",5
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","5/139","120/17643",0.00260830194520842,0.0248593427382643,0.0193436368793203,"Agrn/Lingo2/Cntnap2/Nrxn1/Asic2",5
"GO:0048678","GO:0048678","response to axon injury","4/139","73/17643",0.00263719148837539,0.0248593427382643,0.0193436368793203,"Neo1/Gap43/Ptprs/Nrg1",4
"GO:1904377","GO:1904377","positive regulation of protein localization to cell periphery","4/139","73/17643",0.00263719148837539,0.0248593427382643,0.0193436368793203,"Sorbs1/Dpp6/Grip1/Nrxn1",4
