gene,frequency,go_terms
Fmn1,2,"developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); cell junction assembly (GO:0034329, p=3.21e-08)"
Gpr158,2,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09)"
Malat1,2,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09)"
Sorbs1,2,"postsynapse organization (GO:0099173, p=9.36e-09); cell junction assembly (GO:0034329, p=3.21e-08)"
Cdh9,2,"cell junction assembly (GO:0034329, p=3.21e-08); synapse assembly (GO:0007416, p=8.28e-07)"
Cck,1,"axonogenesis (GO:0007409, p=4.01e-19)"
Cnksr2,1,"postsynapse organization (GO:0099173, p=9.36e-09)"
Met,1,"positive regulation of cell projection organization (GO:0031346, p=1.13e-08)"
Tox,1,"positive regulation of cell projection organization (GO:0031346, p=1.13e-08)"
Rala,1,"positive regulation of cell projection organization (GO:0031346, p=1.13e-08)"
Fut9,1,"positive regulation of cell projection organization (GO:0031346, p=1.13e-08)"
Ahi1,1,"positive regulation of cell projection organization (GO:0031346, p=1.13e-08)"
Cx3cl1,1,"positive regulation of cell projection organization (GO:0031346, p=1.13e-08)"
Pard3,1,"cell junction assembly (GO:0034329, p=3.21e-08)"
Cdh13,1,"cell junction assembly (GO:0034329, p=3.21e-08)"
Snap25,1,"protein localization to synapse (GO:0035418, p=7.88e-07)"
Neto2,1,"protein localization to synapse (GO:0035418, p=7.88e-07)"
Mapk10,1,"protein localization to synapse (GO:0035418, p=7.88e-07)"
Dlgap1,1,"protein localization to synapse (GO:0035418, p=7.88e-07)"
