gene,frequency,go_terms
Epha3,19,"axonogenesis (GO:0007409, p=4.01e-19); negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); cell junction assembly (GO:0034329, p=3.21e-08); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); positive regulation of neuron projection development (GO:0010976, p=3.69e-06); protein localization to cell periphery (GO:1990778, p=7.14e-05); positive regulation of protein localization to plasma membrane (GO:1903078, p=3.79e-04); regulation of cell junction assembly (GO:1901888, p=5.44e-04); regulation of protein localization to cell periphery (GO:1904375, p=1.42e-03); positive regulation of protein localization to cell periphery (GO:1904377, p=2.16e-03); regulation of protein localization to plasma membrane (GO:1903076, p=2.52e-03); synaptic membrane adhesion (GO:0099560, p=9.55e-03); regulation of GTPase activity (GO:0043087, p=1.25e-02); protein localization to plasma membrane (GO:0072659, p=2.10e-02); regulation of actin filament-based process (GO:0032970, p=3.63e-02); regulation of protein localization to membrane (GO:1905475, p=4.96e-02)"
Cacna1a,19,"axonogenesis (GO:0007409, p=4.01e-19); regulation of axonogenesis (GO:0050770, p=4.65e-09); cell junction assembly (GO:0034329, p=3.21e-08); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); synapse assembly (GO:0007416, p=8.28e-07); regulation of membrane potential (GO:0042391, p=2.62e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.22e-05); regulation of metal ion transport (GO:0010959, p=1.69e-05); dendrite development (GO:0016358, p=9.23e-04); neuromuscular process (GO:0050905, p=1.83e-03); dendrite morphogenesis (GO:0048813, p=4.58e-03); synaptic transmission, glutamatergic (GO:0035249, p=4.84e-03); neurotransmitter secretion (GO:0007269, p=5.30e-03); signal release from synapse (GO:0099643, p=5.30e-03); locomotory behavior (GO:0007626, p=9.00e-03); calcium ion transmembrane import into cytosol (GO:0097553, p=4.42e-02)"
Nrxn3,19,"postsynapse organization (GO:0099173, p=9.36e-09); cell junction assembly (GO:0034329, p=3.21e-08); protein localization to synapse (GO:0035418, p=7.88e-07); synapse assembly (GO:0007416, p=8.28e-07); protein localization to cell junction (GO:1902414, p=5.86e-06); vocalization behavior (GO:0071625, p=4.80e-05); protein localization to cell periphery (GO:1990778, p=7.14e-05); learning or memory (GO:0007611, p=1.27e-04); receptor localization to synapse (GO:0097120, p=1.32e-04); cognition (GO:0050890, p=1.98e-04); learning (GO:0007612, p=5.85e-04); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=2.32e-03); neurotransmitter secretion (GO:0007269, p=5.30e-03); signal release from synapse (GO:0099643, p=5.30e-03); postsynapse assembly (GO:0099068, p=7.43e-03); protein localization to postsynaptic membrane (GO:1903539, p=8.21e-03); protein localization to postsynapse (GO:0062237, p=9.34e-03); protein-containing complex localization (GO:0031503, p=1.48e-02); postsynaptic specialization organization (GO:0099084, p=2.10e-02)"
Dmd,19,"positive regulation of cell projection organization (GO:0031346, p=1.13e-08); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); regulation of membrane potential (GO:0042391, p=2.62e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); positive regulation of neuron projection development (GO:0010976, p=3.69e-06); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.22e-05); regulation of metal ion transport (GO:0010959, p=1.69e-05); regulation of sodium ion transmembrane transporter activity (GO:2000649, p=1.42e-03); neuromuscular process (GO:0050905, p=1.83e-03); regulation of sodium ion transport (GO:0002028, p=2.70e-03); regulation of sodium ion transmembrane transport (GO:1902305, p=6.31e-03); locomotory behavior (GO:0007626, p=9.00e-03); calcium-mediated signaling (GO:0019722, p=9.95e-03); cardiac muscle contraction (GO:0060048, p=2.85e-02); positive regulation of sodium ion transmembrane transporter activity (GO:2000651, p=3.01e-02); action potential (GO:0001508, p=4.09e-02); calcium ion transmembrane import into cytosol (GO:0097553, p=4.42e-02)"
L1cam,18,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); regulation of extent of cell growth (GO:0061387, p=2.86e-07); axon extension (GO:0048675, p=9.85e-07); cell growth (GO:0016049, p=1.08e-06); regulation of cell size (GO:0008361, p=2.52e-05); regulation of neurogenesis (GO:0050767, p=4.47e-05); regulation of cellular component size (GO:0032535, p=2.56e-04); regulation of developmental growth (GO:0048638, p=5.50e-04); regulation of axon extension (GO:0030516, p=2.07e-03); regulation of cell growth (GO:0001558, p=4.07e-03); calcium-mediated signaling (GO:0019722, p=9.95e-03)"
Cacna1d,18,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); regulation of membrane potential (GO:0042391, p=2.62e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.22e-05); regulation of metal ion transport (GO:0010959, p=1.69e-05); regulation of potassium ion transmembrane transport (GO:1901379, p=1.21e-03); regulation of potassium ion transport (GO:0043266, p=1.24e-03); potassium ion transport (GO:0006813, p=2.11e-03); potassium ion transmembrane transport (GO:0071805, p=7.26e-03); calcium-mediated signaling (GO:0019722, p=9.95e-03); actin-mediated cell contraction (GO:0070252, p=2.26e-02); cardiac muscle contraction (GO:0060048, p=2.85e-02); actin filament-based movement (GO:0030048, p=3.35e-02); regulation of potassium ion transmembrane transporter activity (GO:1901016, p=3.56e-02); action potential (GO:0001508, p=4.09e-02); calcium ion transmembrane import into cytosol (GO:0097553, p=4.42e-02)"
Myo5a,18,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.22e-05); regulation of metal ion transport (GO:0010959, p=1.69e-05); protein localization to cell periphery (GO:1990778, p=7.14e-05); positive regulation of protein localization to plasma membrane (GO:1903078, p=3.79e-04); regulation of protein localization to cell periphery (GO:1904375, p=1.42e-03); neuromuscular process (GO:0050905, p=1.83e-03); positive regulation of protein localization to cell periphery (GO:1904377, p=2.16e-03); regulation of protein localization to plasma membrane (GO:1903076, p=2.52e-03); synaptic transmission, glutamatergic (GO:0035249, p=4.84e-03); locomotory behavior (GO:0007626, p=9.00e-03); protein localization to plasma membrane (GO:0072659, p=2.10e-02); actin filament-based movement (GO:0030048, p=3.35e-02); calcium ion transmembrane import into cytosol (GO:0097553, p=4.42e-02); regulation of protein localization to membrane (GO:1905475, p=4.96e-02)"
Fn1,17,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); cell junction assembly (GO:0034329, p=3.21e-08); regulation of extent of cell growth (GO:0061387, p=2.86e-07); axon extension (GO:0048675, p=9.85e-07); cell growth (GO:0016049, p=1.08e-06); regulation of cell size (GO:0008361, p=2.52e-05); regulation of neurogenesis (GO:0050767, p=4.47e-05); regulation of cell morphogenesis (GO:0022604, p=1.80e-04); regulation of cellular component size (GO:0032535, p=2.56e-04); regulation of developmental growth (GO:0048638, p=5.50e-04); regulation of axon extension (GO:0030516, p=2.07e-03); regulation of cell growth (GO:0001558, p=4.07e-03)"
Rims2,17,"developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); cell growth (GO:0016049, p=1.08e-06); regulation of membrane potential (GO:0042391, p=2.62e-06); regulation of cell morphogenesis (GO:0022604, p=1.80e-04); regulation of developmental growth (GO:0048638, p=5.50e-04); regulation of nervous system process (GO:0031644, p=1.42e-03); regulation of synaptic plasticity (GO:0048167, p=1.78e-03); chemical synaptic transmission, postsynaptic (GO:0099565, p=3.05e-03); regulation of cell growth (GO:0001558, p=4.07e-03); neurotransmitter secretion (GO:0007269, p=5.30e-03); signal release from synapse (GO:0099643, p=5.30e-03); regulation of postsynaptic membrane potential (GO:0060078, p=9.65e-03); excitatory postsynaptic potential (GO:0060079, p=1.86e-02); modulation of excitatory postsynaptic potential (GO:0098815, p=3.56e-02); positive regulation of synaptic transmission (GO:0050806, p=3.94e-02)"
Homer1,17,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); protein localization to synapse (GO:0035418, p=7.88e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); protein localization to cell junction (GO:1902414, p=5.86e-06); regulation of postsynapse organization (GO:0099175, p=1.13e-05); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.22e-05); regulation of metal ion transport (GO:0010959, p=1.69e-05); regulation of nervous system process (GO:0031644, p=1.42e-03); neuromuscular process (GO:0050905, p=1.83e-03); regulation of neurotransmitter receptor activity (GO:0099601, p=4.16e-03); synaptic transmission, glutamatergic (GO:0035249, p=4.84e-03); glutamate receptor signaling pathway (GO:0007215, p=6.32e-03)"
Met,17,"positive regulation of cell projection organization (GO:0031346, p=1.13e-08); regulation of membrane potential (GO:0042391, p=2.62e-06); positive regulation of neuron projection development (GO:0010976, p=3.69e-06); regulation of neurogenesis (GO:0050767, p=4.47e-05); regulation of cell morphogenesis (GO:0022604, p=1.80e-04); dendrite development (GO:0016358, p=9.23e-04); chemical synaptic transmission, postsynaptic (GO:0099565, p=3.05e-03); dendrite morphogenesis (GO:0048813, p=4.58e-03); neuron migration (GO:0001764, p=5.59e-03); Ras protein signal transduction (GO:0007265, p=6.18e-03); regulation of postsynaptic membrane potential (GO:0060078, p=9.65e-03); regulation of GTPase activity (GO:0043087, p=1.25e-02); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02); excitatory postsynaptic potential (GO:0060079, p=1.86e-02); regulation of dendrite development (GO:0050773, p=2.30e-02); cardiac muscle contraction (GO:0060048, p=2.85e-02); regulation of actin filament-based process (GO:0032970, p=3.63e-02)"
Map1b,16,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); regulation of extent of cell growth (GO:0061387, p=2.86e-07); axon extension (GO:0048675, p=9.85e-07); cell growth (GO:0016049, p=1.08e-06); regulation of cell size (GO:0008361, p=2.52e-05); regulation of neurogenesis (GO:0050767, p=4.47e-05); regulation of cellular component size (GO:0032535, p=2.56e-04); regulation of developmental growth (GO:0048638, p=5.50e-04); dendrite development (GO:0016358, p=9.23e-04); regulation of axon extension (GO:0030516, p=2.07e-03); regulation of cell growth (GO:0001558, p=4.07e-03)"
Snap25,16,"protein localization to synapse (GO:0035418, p=7.88e-07); protein localization to cell junction (GO:1902414, p=5.86e-06); protein localization to cell periphery (GO:1990778, p=7.14e-05); learning or memory (GO:0007611, p=1.27e-04); receptor localization to synapse (GO:0097120, p=1.32e-04); cognition (GO:0050890, p=1.98e-04); learning (GO:0007612, p=5.85e-04); regulation of synaptic plasticity (GO:0048167, p=1.78e-03); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=2.32e-03); neurotransmitter secretion (GO:0007269, p=5.30e-03); signal release from synapse (GO:0099643, p=5.30e-03); protein localization to postsynaptic membrane (GO:1903539, p=8.21e-03); locomotory behavior (GO:0007626, p=9.00e-03); protein localization to postsynapse (GO:0062237, p=9.34e-03); protein-containing complex localization (GO:0031503, p=1.48e-02); positive regulation of synaptic transmission (GO:0050806, p=3.94e-02)"
Dpp6,16,"regulation of membrane potential (GO:0042391, p=2.62e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.22e-05); regulation of metal ion transport (GO:0010959, p=1.69e-05); protein localization to cell periphery (GO:1990778, p=7.14e-05); positive regulation of protein localization to plasma membrane (GO:1903078, p=3.79e-04); regulation of potassium ion transmembrane transport (GO:1901379, p=1.21e-03); regulation of potassium ion transport (GO:0043266, p=1.24e-03); regulation of protein localization to cell periphery (GO:1904375, p=1.42e-03); potassium ion transport (GO:0006813, p=2.11e-03); positive regulation of protein localization to cell periphery (GO:1904377, p=2.16e-03); regulation of protein localization to plasma membrane (GO:1903076, p=2.52e-03); potassium ion transmembrane transport (GO:0071805, p=7.26e-03); protein localization to plasma membrane (GO:0072659, p=2.10e-02); action potential (GO:0001508, p=4.09e-02); regulation of protein localization to membrane (GO:1905475, p=4.96e-02)"
Cttn,15,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); postsynapse organization (GO:0099173, p=9.36e-09); cell junction assembly (GO:0034329, p=3.21e-08); regulation of extent of cell growth (GO:0061387, p=2.86e-07); axon extension (GO:0048675, p=9.85e-07); cell growth (GO:0016049, p=1.08e-06); regulation of cell size (GO:0008361, p=2.52e-05); regulation of cellular component size (GO:0032535, p=2.56e-04); regulation of developmental growth (GO:0048638, p=5.50e-04); regulation of axon extension (GO:0030516, p=2.07e-03); regulation of cell growth (GO:0001558, p=4.07e-03); regulation of actin filament-based process (GO:0032970, p=3.63e-02)"
Plcb1,15,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.22e-05); regulation of metal ion transport (GO:0010959, p=1.69e-05); learning or memory (GO:0007611, p=1.27e-04); cognition (GO:0050890, p=1.98e-04); regulation of developmental growth (GO:0048638, p=5.50e-04); regulation of sodium ion transmembrane transporter activity (GO:2000649, p=1.42e-03); regulation of sodium ion transport (GO:0002028, p=2.70e-03); regulation of sodium ion transmembrane transport (GO:1902305, p=6.31e-03); glutamate receptor signaling pathway (GO:0007215, p=6.32e-03); positive regulation of sodium ion transmembrane transporter activity (GO:2000651, p=3.01e-02); calcium ion transmembrane import into cytosol (GO:0097553, p=4.42e-02)"
Lgi1,14,"axonogenesis (GO:0007409, p=4.01e-19); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); protein localization to synapse (GO:0035418, p=7.88e-07); cell growth (GO:0016049, p=1.08e-06); protein localization to cell junction (GO:1902414, p=5.86e-06); protein localization to cell periphery (GO:1990778, p=7.14e-05); receptor localization to synapse (GO:0097120, p=1.32e-04); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=2.32e-03); regulation of cell growth (GO:0001558, p=4.07e-03); protein localization to postsynaptic membrane (GO:1903539, p=8.21e-03); protein localization to postsynapse (GO:0062237, p=9.34e-03); protein-containing complex localization (GO:0031503, p=1.48e-02); positive regulation of synaptic transmission (GO:0050806, p=3.94e-02)"
Asic2,14,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); cell junction assembly (GO:0034329, p=3.21e-08); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); protein localization to synapse (GO:0035418, p=7.88e-07); synapse assembly (GO:0007416, p=8.28e-07); regulation of membrane potential (GO:0042391, p=2.62e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); protein localization to cell junction (GO:1902414, p=5.86e-06); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.22e-05); regulation of cell junction assembly (GO:1901888, p=5.44e-04); regulation of synapse assembly (GO:0051963, p=3.86e-03)"
Shank2,14,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09); cell junction assembly (GO:0034329, p=3.21e-08); synapse assembly (GO:0007416, p=8.28e-07); regulation of postsynapse organization (GO:0099175, p=1.13e-05); vocalization behavior (GO:0071625, p=4.80e-05); learning or memory (GO:0007611, p=1.27e-04); cognition (GO:0050890, p=1.98e-04); learning (GO:0007612, p=5.85e-04); regulation of synaptic plasticity (GO:0048167, p=1.78e-03); synaptic transmission, glutamatergic (GO:0035249, p=4.84e-03); locomotory behavior (GO:0007626, p=9.00e-03); positive regulation of synaptic transmission (GO:0050806, p=3.94e-02)"
Fhl1,14,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); cell growth (GO:0016049, p=1.08e-06); regulation of membrane potential (GO:0042391, p=2.62e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.22e-05); regulation of metal ion transport (GO:0010959, p=1.69e-05); regulation of potassium ion transmembrane transport (GO:1901379, p=1.21e-03); regulation of potassium ion transport (GO:0043266, p=1.24e-03); potassium ion transport (GO:0006813, p=2.11e-03); regulation of cell growth (GO:0001558, p=4.07e-03); potassium ion transmembrane transport (GO:0071805, p=7.26e-03); regulation of potassium ion transmembrane transporter activity (GO:1901016, p=3.56e-02)"
Dpp10,14,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.22e-05); regulation of metal ion transport (GO:0010959, p=1.69e-05); protein localization to cell periphery (GO:1990778, p=7.14e-05); positive regulation of protein localization to plasma membrane (GO:1903078, p=3.79e-04); regulation of potassium ion transmembrane transport (GO:1901379, p=1.21e-03); regulation of potassium ion transport (GO:0043266, p=1.24e-03); regulation of protein localization to cell periphery (GO:1904375, p=1.42e-03); potassium ion transport (GO:0006813, p=2.11e-03); positive regulation of protein localization to cell periphery (GO:1904377, p=2.16e-03); regulation of protein localization to plasma membrane (GO:1903076, p=2.52e-03); potassium ion transmembrane transport (GO:0071805, p=7.26e-03); protein localization to plasma membrane (GO:0072659, p=2.10e-02); regulation of protein localization to membrane (GO:1905475, p=4.96e-02)"
Dab1,13,"axonogenesis (GO:0007409, p=4.01e-19); negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09); negative regulation of axonogenesis (GO:0050771, p=9.96e-06); regulation of neurogenesis (GO:0050767, p=4.47e-05); negative regulation of nervous system development (GO:0051961, p=2.27e-04); negative regulation of neurogenesis (GO:0050768, p=8.51e-04); dendrite development (GO:0016358, p=9.23e-04); neuron migration (GO:0001764, p=5.59e-03); locomotory behavior (GO:0007626, p=9.00e-03); negative regulation of cell development (GO:0010721, p=1.18e-02); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02)"
Ntng2,13,"axonogenesis (GO:0007409, p=4.01e-19); regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09); cell junction assembly (GO:0034329, p=3.21e-08); synapse assembly (GO:0007416, p=8.28e-07); regulation of cell morphogenesis (GO:0022604, p=1.80e-04); regulation of cell junction assembly (GO:1901888, p=5.44e-04); regulation of synapse assembly (GO:0051963, p=3.86e-03); neuron migration (GO:0001764, p=5.59e-03); postsynapse assembly (GO:0099068, p=7.43e-03); synaptic membrane adhesion (GO:0099560, p=9.55e-03); postsynaptic specialization organization (GO:0099084, p=2.10e-02)"
Cx3cl1,13,"positive regulation of cell projection organization (GO:0031346, p=1.13e-08); regulation of membrane potential (GO:0042391, p=2.62e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); positive regulation of neuron projection development (GO:0010976, p=3.69e-06); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.22e-05); regulation of metal ion transport (GO:0010959, p=1.69e-05); regulation of neurogenesis (GO:0050767, p=4.47e-05); chemical synaptic transmission, postsynaptic (GO:0099565, p=3.05e-03); glutamate receptor signaling pathway (GO:0007215, p=6.32e-03); regulation of postsynaptic membrane potential (GO:0060078, p=9.65e-03); regulation of GTPase activity (GO:0043087, p=1.25e-02); regulation of actin filament-based process (GO:0032970, p=3.63e-02); calcium ion transmembrane import into cytosol (GO:0097553, p=4.42e-02)"
Pde4d,13,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.22e-05); regulation of metal ion transport (GO:0010959, p=1.69e-05); learning or memory (GO:0007611, p=1.27e-04); cognition (GO:0050890, p=1.98e-04); actin-mediated cell contraction (GO:0070252, p=2.26e-02); cardiac muscle contraction (GO:0060048, p=2.85e-02); actin filament-based movement (GO:0030048, p=3.35e-02); regulation of actin filament-based process (GO:0032970, p=3.63e-02); calcium ion transmembrane import into cytosol (GO:0097553, p=4.42e-02)"
Lhx2,12,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); axon extension (GO:0048675, p=9.85e-07); cell growth (GO:0016049, p=1.08e-06); regulation of neurogenesis (GO:0050767, p=4.47e-05); negative regulation of nervous system development (GO:0051961, p=2.27e-04); negative regulation of neurogenesis (GO:0050768, p=8.51e-04); negative regulation of cell development (GO:0010721, p=1.18e-02)"
Tmem108,12,"developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); postsynapse organization (GO:0099173, p=9.36e-09); cell growth (GO:0016049, p=1.08e-06); regulation of membrane potential (GO:0042391, p=2.62e-06); regulation of nervous system process (GO:0031644, p=1.42e-03); chemical synaptic transmission, postsynaptic (GO:0099565, p=3.05e-03); regulation of postsynaptic membrane potential (GO:0060078, p=9.65e-03); excitatory postsynaptic potential (GO:0060079, p=1.86e-02); postsynaptic specialization organization (GO:0099084, p=2.10e-02); modulation of excitatory postsynaptic potential (GO:0098815, p=3.56e-02)"
Hecw2,12,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.22e-05); regulation of metal ion transport (GO:0010959, p=1.69e-05); dendrite development (GO:0016358, p=9.23e-04); regulation of sodium ion transmembrane transporter activity (GO:2000649, p=1.42e-03); regulation of sodium ion transport (GO:0002028, p=2.70e-03); dendrite morphogenesis (GO:0048813, p=4.58e-03); regulation of sodium ion transmembrane transport (GO:1902305, p=6.31e-03); regulation of dendrite development (GO:0050773, p=2.30e-02)"
Neto2,12,"protein localization to synapse (GO:0035418, p=7.88e-07); protein localization to cell junction (GO:1902414, p=5.86e-06); protein localization to cell periphery (GO:1990778, p=7.14e-05); receptor localization to synapse (GO:0097120, p=1.32e-04); regulation of nervous system process (GO:0031644, p=1.42e-03); regulation of protein localization to cell periphery (GO:1904375, p=1.42e-03); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=2.32e-03); regulation of neurotransmitter receptor activity (GO:0099601, p=4.16e-03); protein localization to postsynaptic membrane (GO:1903539, p=8.21e-03); protein localization to postsynapse (GO:0062237, p=9.34e-03); protein-containing complex localization (GO:0031503, p=1.48e-02); regulation of protein localization to membrane (GO:1905475, p=4.96e-02)"
Dpysl5,11,"axonogenesis (GO:0007409, p=4.01e-19); negative regulation of cell projection organization (GO:0031345, p=3.59e-11); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); regulation of neurogenesis (GO:0050767, p=4.47e-05); negative regulation of nervous system development (GO:0051961, p=2.27e-04); negative regulation of neurogenesis (GO:0050768, p=8.51e-04); dendrite development (GO:0016358, p=9.23e-04); dendrite morphogenesis (GO:0048813, p=4.58e-03); negative regulation of cell development (GO:0010721, p=1.18e-02); regulation of dendrite development (GO:0050773, p=2.30e-02)"
Auts2,11,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); axon extension (GO:0048675, p=9.85e-07); cell growth (GO:0016049, p=1.08e-06); vocalization behavior (GO:0071625, p=4.80e-05); neuron migration (GO:0001764, p=5.59e-03); Ras protein signal transduction (GO:0007265, p=6.18e-03); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02)"
Foxp1,11,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); cell growth (GO:0016049, p=1.08e-06); regulation of membrane potential (GO:0042391, p=2.62e-06); vocalization behavior (GO:0071625, p=4.80e-05); regulation of developmental growth (GO:0048638, p=5.50e-04); regulation of cell growth (GO:0001558, p=4.07e-03); negative regulation of developmental growth (GO:0048640, p=2.63e-02); action potential (GO:0001508, p=4.09e-02)"
Lrp8,11,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); positive regulation of neuron projection development (GO:0010976, p=3.69e-06); regulation of postsynapse organization (GO:0099175, p=1.13e-05); regulation of neurogenesis (GO:0050767, p=4.47e-05); regulation of cell morphogenesis (GO:0022604, p=1.80e-04); dendrite development (GO:0016358, p=9.23e-04); dendrite morphogenesis (GO:0048813, p=4.58e-03); regulation of dendrite development (GO:0050773, p=2.30e-02)"
