gene,frequency,go_terms
Apba1,1,"locomotory behavior (GO:0007626, p=2.57e-06)"
Lsamp,1,"locomotory behavior (GO:0007626, p=2.57e-06)"
Vps13a,1,"locomotory behavior (GO:0007626, p=2.57e-06)"
Csmd3,1,"dendrite development (GO:0016358, p=3.18e-06)"
Iqsec1,1,"dendrite development (GO:0016358, p=3.18e-06)"
Kcnq5,1,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05)"
Kcnj3,1,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05)"
Trpc1,1,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05)"
Slc24a2,1,"cognition (GO:0050890, p=1.77e-05)"
Ptchd1,1,"cognition (GO:0050890, p=1.77e-05)"
Gnas,1,"cognition (GO:0050890, p=1.77e-05)"
Brinp1,1,"cognition (GO:0050890, p=1.77e-05)"
Tafa2,1,"cognition (GO:0050890, p=1.77e-05)"
Pde8b,1,"cognition (GO:0050890, p=1.77e-05)"
Syt4,1,"cognition (GO:0050890, p=1.77e-05)"
Dop1b,1,"cognition (GO:0050890, p=1.77e-05)"
Ubb,1,"regulation of membrane potential (GO:0042391, p=3.95e-05)"
Gabra4,1,"regulation of membrane potential (GO:0042391, p=3.95e-05)"
Cacna1i,1,"regulation of membrane potential (GO:0042391, p=3.95e-05)"
Trpc4,1,"regulation of membrane potential (GO:0042391, p=3.95e-05)"
Pank2,1,"regulation of membrane potential (GO:0042391, p=3.95e-05)"
Gabrb1,1,"regulation of membrane potential (GO:0042391, p=3.95e-05)"
Dynll1,1,"regulation of membrane potential (GO:0042391, p=3.95e-05)"
Astn2,1,"neuron migration (GO:0001764, p=8.13e-05)"
Grm3,1,"synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04)"
Gria2,1,"synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04)"
Gria3,1,"synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04)"
Chrm3,1,"regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
