gene,frequency,go_terms
Nptxr,12,"synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); postsynapse organization (GO:0099173, p=3.97e-07); protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); protein localization to synapse (GO:0035418, p=8.77e-06); protein localization to postsynaptic membrane (GO:1903539, p=4.43e-04); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=4.66e-04); protein localization to postsynapse (GO:0062237, p=5.20e-04); receptor localization to synapse (GO:0097120, p=8.97e-04); protein-containing complex localization (GO:0031503, p=1.92e-03); postsynaptic specialization organization (GO:0099084, p=8.66e-03)"
Kcnb1,12,"protein localization to cell periphery (GO:1990778, p=2.10e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); response to salt (GO:1902074, p=3.37e-04); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); regulation of synaptic plasticity (GO:0048167, p=1.23e-03); glutamate receptor signaling pathway (GO:0007215, p=2.22e-03); response to calcium ion (GO:0051592, p=2.87e-03); potassium ion transport (GO:0006813, p=5.36e-03); amide transport (GO:0042886, p=1.69e-02); response to metal ion (GO:0010038, p=2.39e-02); action potential (GO:0001508, p=4.93e-02)"
Calm3,12,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); response to salt (GO:1902074, p=3.37e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.10e-04); response to calcium ion (GO:0051592, p=2.87e-03); regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880, p=2.29e-02); response to metal ion (GO:0010038, p=2.39e-02); positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02); action potential (GO:0001508, p=4.93e-02); release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0014808, p=4.95e-02)"
Calm1,12,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); response to salt (GO:1902074, p=3.37e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.10e-04); response to calcium ion (GO:0051592, p=2.87e-03); regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880, p=2.29e-02); response to metal ion (GO:0010038, p=2.39e-02); positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02); action potential (GO:0001508, p=4.93e-02); release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0014808, p=4.95e-02)"
Epha5,11,"axonogenesis (GO:0007409, p=1.67e-11); postsynapse organization (GO:0099173, p=3.97e-07); dendrite development (GO:0016358, p=3.18e-06); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04); second-messenger-mediated signaling (GO:0019932, p=2.31e-04); dendrite morphogenesis (GO:0048813, p=8.58e-03); telencephalon development (GO:0021537, p=1.06e-02); amide transport (GO:0042886, p=1.69e-02); dendritic spine development (GO:0060996, p=1.78e-02); forebrain development (GO:0030900, p=2.39e-02)"
Adgrb3,11,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); dendrite development (GO:0016358, p=3.18e-06); cognition (GO:0050890, p=1.77e-05); learning or memory (GO:0007611, p=1.57e-04); regulation of cell junction assembly (GO:1901888, p=1.57e-03); regulation of synapse assembly (GO:0051963, p=4.92e-03); learning (GO:0007612, p=6.01e-03); dendrite morphogenesis (GO:0048813, p=8.58e-03)"
Hnrnpk,11,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); postsynapse organization (GO:0099173, p=3.97e-07); dendrite development (GO:0016358, p=3.18e-06); regulation of postsynapse organization (GO:0099175, p=1.33e-04); positive regulation of synaptic transmission (GO:0050806, p=7.01e-04); regulation of synaptic plasticity (GO:0048167, p=1.23e-03); telencephalon development (GO:0021537, p=1.06e-02); dendritic spine development (GO:0060996, p=1.78e-02); forebrain development (GO:0030900, p=2.39e-02); regulation of dendritic spine development (GO:0060998, p=4.81e-02)"
Clstn2,11,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); cognition (GO:0050890, p=1.77e-05); learning or memory (GO:0007611, p=1.57e-04); positive regulation of synaptic transmission (GO:0050806, p=7.01e-04); regulation of cell junction assembly (GO:1901888, p=1.57e-03); regulation of synapse assembly (GO:0051963, p=4.92e-03); learning (GO:0007612, p=6.01e-03); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.21e-02)"
Gabrb3,11,"synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); cognition (GO:0050890, p=1.77e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); learning or memory (GO:0007611, p=1.57e-04); memory (GO:0007613, p=4.84e-03); learning (GO:0007612, p=6.01e-03); social behavior (GO:0035176, p=7.40e-03); biological process involved in intraspecies interaction between organisms (GO:0051703, p=8.66e-03); response to metal ion (GO:0010038, p=2.39e-02); hindbrain development (GO:0030902, p=2.63e-02)"
Nsg1,11,"protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); protein localization to synapse (GO:0035418, p=8.77e-06); protein localization to postsynaptic membrane (GO:1903539, p=4.43e-04); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=4.66e-04); protein localization to postsynapse (GO:0062237, p=5.20e-04); positive regulation of synaptic transmission (GO:0050806, p=7.01e-04); receptor localization to synapse (GO:0097120, p=8.97e-04); regulation of synaptic plasticity (GO:0048167, p=1.23e-03); protein-containing complex localization (GO:0031503, p=1.92e-03); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03)"
Crhr1,11,"locomotory behavior (GO:0007626, p=2.57e-06); cognition (GO:0050890, p=1.77e-05); learning or memory (GO:0007611, p=1.57e-04); second-messenger-mediated signaling (GO:0019932, p=2.31e-04); response to salt (GO:1902074, p=3.37e-04); positive regulation of synaptic transmission (GO:0050806, p=7.01e-04); regulation of synaptic plasticity (GO:0048167, p=1.23e-03); memory (GO:0007613, p=4.84e-03); adult behavior (GO:0030534, p=5.19e-03); learning (GO:0007612, p=6.01e-03); amide transport (GO:0042886, p=1.69e-02)"
Atp1a3,11,"locomotory behavior (GO:0007626, p=2.57e-06); cognition (GO:0050890, p=1.77e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); learning or memory (GO:0007611, p=1.57e-04); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); glutamate receptor signaling pathway (GO:0007215, p=2.22e-03); memory (GO:0007613, p=4.84e-03); adult behavior (GO:0030534, p=5.19e-03); potassium ion transport (GO:0006813, p=5.36e-03); learning (GO:0007612, p=6.01e-03); adult locomotory behavior (GO:0008344, p=6.50e-03)"
Adcy8,11,"locomotory behavior (GO:0007626, p=2.57e-06); cognition (GO:0050890, p=1.77e-05); learning or memory (GO:0007611, p=1.57e-04); second-messenger-mediated signaling (GO:0019932, p=2.31e-04); response to salt (GO:1902074, p=3.37e-04); positive regulation of synaptic transmission (GO:0050806, p=7.01e-04); regulation of synaptic plasticity (GO:0048167, p=1.23e-03); response to calcium ion (GO:0051592, p=2.87e-03); memory (GO:0007613, p=4.84e-03); amide transport (GO:0042886, p=1.69e-02); response to metal ion (GO:0010038, p=2.39e-02)"
Kcnma1,11,"locomotory behavior (GO:0007626, p=2.57e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); response to salt (GO:1902074, p=3.37e-04); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); response to calcium ion (GO:0051592, p=2.87e-03); adult behavior (GO:0030534, p=5.19e-03); potassium ion transport (GO:0006813, p=5.36e-03); adult locomotory behavior (GO:0008344, p=6.50e-03); response to metal ion (GO:0010038, p=2.39e-02); action potential (GO:0001508, p=4.93e-02)"
Calm2,11,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); second-messenger-mediated signaling (GO:0019932, p=2.31e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); response to salt (GO:1902074, p=3.37e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.10e-04); response to calcium ion (GO:0051592, p=2.87e-03); regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880, p=2.29e-02); response to metal ion (GO:0010038, p=2.39e-02); positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02); release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0014808, p=4.95e-02)"
Syt4,11,"cognition (GO:0050890, p=1.77e-05); learning or memory (GO:0007611, p=1.57e-04); response to salt (GO:1902074, p=3.37e-04); regulation of synaptic plasticity (GO:0048167, p=1.23e-03); response to calcium ion (GO:0051592, p=2.87e-03); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03); memory (GO:0007613, p=4.84e-03); synaptic vesicle localization (GO:0097479, p=1.57e-02); amide transport (GO:0042886, p=1.69e-02); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02); response to metal ion (GO:0010038, p=2.39e-02)"
Mycbp2,10,"axonogenesis (GO:0007409, p=1.67e-11); regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04); regulation of cell junction assembly (GO:1901888, p=1.57e-03); regulation of synapse assembly (GO:0051963, p=4.92e-03); central nervous system neuron differentiation (GO:0021953, p=2.14e-02)"
Flrt2,10,"axonogenesis (GO:0007409, p=1.67e-11); regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); neuron migration (GO:0001764, p=8.13e-05); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04); regulation of cell junction assembly (GO:1901888, p=1.57e-03); regulation of synapse assembly (GO:0051963, p=4.92e-03)"
Ppfia2,10,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); postsynapse organization (GO:0099173, p=3.97e-07); dendrite development (GO:0016358, p=3.18e-06); regulation of postsynapse organization (GO:0099175, p=1.33e-04); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03); dendrite morphogenesis (GO:0048813, p=8.58e-03); dendritic spine development (GO:0060996, p=1.78e-02); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02); regulation of dendritic spine development (GO:0060998, p=4.81e-02)"
Gphn,10,"postsynapse organization (GO:0099173, p=3.97e-07); protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); protein localization to synapse (GO:0035418, p=8.77e-06); protein localization to postsynaptic membrane (GO:1903539, p=4.43e-04); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=4.66e-04); protein localization to postsynapse (GO:0062237, p=5.20e-04); receptor localization to synapse (GO:0097120, p=8.97e-04); protein-containing complex localization (GO:0031503, p=1.92e-03); response to metal ion (GO:0010038, p=2.39e-02)"
Atp1b1,10,"protein localization to cell periphery (GO:1990778, p=2.10e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); second-messenger-mediated signaling (GO:0019932, p=2.31e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.10e-04); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); potassium ion transport (GO:0006813, p=5.36e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02)"
Atxn1,10,"locomotory behavior (GO:0007626, p=2.57e-06); cognition (GO:0050890, p=1.77e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); learning or memory (GO:0007611, p=1.57e-04); memory (GO:0007613, p=4.84e-03); adult behavior (GO:0030534, p=5.19e-03); learning (GO:0007612, p=6.01e-03); adult locomotory behavior (GO:0008344, p=6.50e-03); social behavior (GO:0035176, p=7.40e-03); biological process involved in intraspecies interaction between organisms (GO:0051703, p=8.66e-03)"
Ncam1,9,"axonogenesis (GO:0007409, p=1.67e-11); cognition (GO:0050890, p=1.77e-05); learning or memory (GO:0007611, p=1.57e-04); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04); second-messenger-mediated signaling (GO:0019932, p=2.31e-04); response to salt (GO:1902074, p=3.37e-04); response to metal ion (GO:0010038, p=2.39e-02); forebrain development (GO:0030900, p=2.39e-02)"
Actb,8,"axonogenesis (GO:0007409, p=1.67e-11); cell junction assembly (GO:0034329, p=3.51e-08); postsynapse organization (GO:0099173, p=3.97e-07); protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03)"
Chl1,8,"axonogenesis (GO:0007409, p=1.67e-11); locomotory behavior (GO:0007626, p=2.57e-06); cognition (GO:0050890, p=1.77e-05); neuron migration (GO:0001764, p=8.13e-05); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04); adult behavior (GO:0030534, p=5.19e-03); adult locomotory behavior (GO:0008344, p=6.50e-03)"
Marcks,8,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); postsynapse organization (GO:0099173, p=3.97e-07); dendrite development (GO:0016358, p=3.18e-06); regulation of postsynapse organization (GO:0099175, p=1.33e-04); dendrite morphogenesis (GO:0048813, p=8.58e-03); dendritic spine development (GO:0060996, p=1.78e-02); regulation of dendritic spine development (GO:0060998, p=4.81e-02)"
Syndig1,8,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); regulation of cell junction assembly (GO:1901888, p=1.57e-03); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03); regulation of synapse assembly (GO:0051963, p=4.92e-03); synaptic vesicle localization (GO:0097479, p=1.57e-02)"
Nbea,8,"protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); protein localization to synapse (GO:0035418, p=8.77e-06); protein localization to postsynaptic membrane (GO:1903539, p=4.43e-04); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=4.66e-04); protein localization to postsynapse (GO:0062237, p=5.20e-04); receptor localization to synapse (GO:0097120, p=8.97e-04); protein-containing complex localization (GO:0031503, p=1.92e-03)"
Lrrc7,8,"protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); protein localization to synapse (GO:0035418, p=8.77e-06); protein localization to postsynaptic membrane (GO:1903539, p=4.43e-04); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=4.66e-04); protein localization to postsynapse (GO:0062237, p=5.20e-04); receptor localization to synapse (GO:0097120, p=8.97e-04); protein-containing complex localization (GO:0031503, p=1.92e-03)"
Kcnh1,8,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); response to salt (GO:1902074, p=3.37e-04); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); response to calcium ion (GO:0051592, p=2.87e-03); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03); potassium ion transport (GO:0006813, p=5.36e-03); response to metal ion (GO:0010038, p=2.39e-02)"
Akap7,8,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.10e-04); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); potassium ion transport (GO:0006813, p=5.36e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02)"
Slc24a2,8,"cognition (GO:0050890, p=1.77e-05); learning or memory (GO:0007611, p=1.57e-04); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); positive regulation of synaptic transmission (GO:0050806, p=7.01e-04); regulation of synaptic plasticity (GO:0048167, p=1.23e-03); memory (GO:0007613, p=4.84e-03); potassium ion transport (GO:0006813, p=5.36e-03); learning (GO:0007612, p=6.01e-03)"
Nfib,7,"axonogenesis (GO:0007409, p=1.67e-11); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04); telencephalon development (GO:0021537, p=1.06e-02); central nervous system neuron differentiation (GO:0021953, p=2.14e-02); forebrain development (GO:0030900, p=2.39e-02); hindbrain development (GO:0030902, p=2.63e-02)"
Ctnna2,7,"axonogenesis (GO:0007409, p=1.67e-11); regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); dendrite development (GO:0016358, p=3.18e-06); neuron migration (GO:0001764, p=8.13e-05); dendrite morphogenesis (GO:0048813, p=8.58e-03); hindbrain development (GO:0030902, p=2.63e-02)"
Lrfn5,7,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); regulation of cell junction assembly (GO:1901888, p=1.57e-03); regulation of synapse assembly (GO:0051963, p=4.92e-03); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.21e-02)"
Asap1,7,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); postsynapse organization (GO:0099173, p=3.97e-07); dendrite development (GO:0016358, p=3.18e-06); regulation of postsynapse organization (GO:0099175, p=1.33e-04); dendritic spine development (GO:0060996, p=1.78e-02); regulation of dendritic spine development (GO:0060998, p=4.81e-02)"
Dpp6,7,"protein localization to cell periphery (GO:1990778, p=2.10e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); potassium ion transport (GO:0006813, p=5.36e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02); action potential (GO:0001508, p=4.93e-02)"
Tubb2b,6,"axonogenesis (GO:0007409, p=1.67e-11); neuron migration (GO:0001764, p=8.13e-05); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04); telencephalon development (GO:0021537, p=1.06e-02); forebrain development (GO:0030900, p=2.39e-02)"
Map2,6,"axonogenesis (GO:0007409, p=1.67e-11); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); dendrite development (GO:0016358, p=3.18e-06); negative regulation of neuron projection development (GO:0010977, p=3.01e-05); synaptic vesicle localization (GO:0097479, p=1.57e-02); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02)"
Neo1,6,"axonogenesis (GO:0007409, p=1.67e-11); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05); neuron migration (GO:0001764, p=8.13e-05); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04)"
Cadm1,6,"synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); postsynapse organization (GO:0099173, p=3.97e-07); postsynaptic specialization organization (GO:0099084, p=8.66e-03); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.21e-02); postsynaptic density organization (GO:0097106, p=1.44e-02)"
Kirrel3,6,"synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); neuron migration (GO:0001764, p=8.13e-05); telencephalon development (GO:0021537, p=1.06e-02); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.21e-02); forebrain development (GO:0030900, p=2.39e-02)"
Scn8a,6,"locomotory behavior (GO:0007626, p=2.57e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); adult behavior (GO:0030534, p=5.19e-03); adult locomotory behavior (GO:0008344, p=6.50e-03); action potential (GO:0001508, p=4.93e-02)"
Nr3c1,6,"dendrite development (GO:0016358, p=3.18e-06); synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04); regulation of synaptic plasticity (GO:0048167, p=1.23e-03); amide transport (GO:0042886, p=1.69e-02); dendritic spine development (GO:0060996, p=1.78e-02); regulation of dendritic spine development (GO:0060998, p=4.81e-02)"
Hecw2,6,"dendrite development (GO:0016358, p=3.18e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.10e-04); dendrite morphogenesis (GO:0048813, p=8.58e-03)"
Slc8a1,6,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); second-messenger-mediated signaling (GO:0019932, p=2.31e-04); response to salt (GO:1902074, p=3.37e-04); regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880, p=2.29e-02); release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0014808, p=4.95e-02)"
Trpc1,6,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); response to salt (GO:1902074, p=3.37e-04); response to calcium ion (GO:0051592, p=2.87e-03); amide transport (GO:0042886, p=1.69e-02); response to metal ion (GO:0010038, p=2.39e-02); positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02)"
Ptchd1,6,"cognition (GO:0050890, p=1.77e-05); learning or memory (GO:0007611, p=1.57e-04); memory (GO:0007613, p=4.84e-03); social behavior (GO:0035176, p=7.40e-03); biological process involved in intraspecies interaction between organisms (GO:0051703, p=8.66e-03); forebrain development (GO:0030900, p=2.39e-02)"
Brinp1,6,"cognition (GO:0050890, p=1.77e-05); learning or memory (GO:0007611, p=1.57e-04); memory (GO:0007613, p=4.84e-03); social behavior (GO:0035176, p=7.40e-03); biological process involved in intraspecies interaction between organisms (GO:0051703, p=8.66e-03); central nervous system neuron differentiation (GO:0021953, p=2.14e-02)"
Grik2,6,"regulation of membrane potential (GO:0042391, p=3.95e-05); synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04); positive regulation of synaptic transmission (GO:0050806, p=7.01e-04); regulation of synaptic plasticity (GO:0048167, p=1.23e-03); regulation of synaptic transmission, glutamatergic (GO:0051966, p=3.76e-03); action potential (GO:0001508, p=4.93e-02)"
Chrm3,6,"regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); second-messenger-mediated signaling (GO:0019932, p=2.31e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); response to salt (GO:1902074, p=3.37e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.10e-04); amide transport (GO:0042886, p=1.69e-02)"
Actg1,5,"axonogenesis (GO:0007409, p=1.67e-11); cell junction assembly (GO:0034329, p=3.51e-08); protein localization to cell junction (GO:1902414, p=1.30e-06); regulation of cell junction assembly (GO:1901888, p=1.57e-03); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03)"
Uchl1,5,"axonogenesis (GO:0007409, p=1.67e-11); locomotory behavior (GO:0007626, p=2.57e-06); adult behavior (GO:0030534, p=5.19e-03); adult locomotory behavior (GO:0008344, p=6.50e-03); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02)"
L1cam,5,"axonogenesis (GO:0007409, p=1.67e-11); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04); second-messenger-mediated signaling (GO:0019932, p=2.31e-04); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.21e-02)"
Sema3c,5,"axonogenesis (GO:0007409, p=1.67e-11); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04)"
Sema6d,5,"axonogenesis (GO:0007409, p=1.67e-11); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04)"
Hspa8,5,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); postsynapse organization (GO:0099173, p=3.97e-07); regulation of postsynapse organization (GO:0099175, p=1.33e-04); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02)"
Cdh8,5,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); cell junction assembly (GO:0034329, p=3.51e-08); synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.21e-02)"
Gpm6a,5,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); neuron migration (GO:0001764, p=8.13e-05)"
Nrg3,5,"synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); neuron migration (GO:0001764, p=8.13e-05); telencephalon development (GO:0021537, p=1.06e-02); forebrain development (GO:0030900, p=2.39e-02)"
Pacsin1,5,"protein localization to cell periphery (GO:1990778, p=2.10e-06); dendrite development (GO:0016358, p=3.18e-06); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=4.66e-04); protein-containing complex localization (GO:0031503, p=1.92e-03); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03)"
Atp2b2,5,"locomotory behavior (GO:0007626, p=2.57e-06); regulation of synaptic plasticity (GO:0048167, p=1.23e-03); central nervous system neuron differentiation (GO:0021953, p=2.14e-02); hindbrain development (GO:0030902, p=2.63e-02); positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02)"
Phactr1,5,"dendrite development (GO:0016358, p=3.18e-06); neuron migration (GO:0001764, p=8.13e-05); dendrite morphogenesis (GO:0048813, p=8.58e-03); telencephalon development (GO:0021537, p=1.06e-02); forebrain development (GO:0030900, p=2.39e-02)"
