gene,frequency,go_terms
Lingo2,5,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); regulation of synapse assembly (GO:0051963, p=5.22e-10)"
Icam5,5,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); regulation of synapse assembly (GO:0051963, p=5.22e-10)"
Neurod2,5,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); learning or memory (GO:0007611, p=1.40e-14); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); cognition (GO:0050890, p=2.20e-13)"
Adgrb2,5,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); regulation of synapse assembly (GO:0051963, p=5.22e-10)"
Il1rapl2,5,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); regulation of synapse assembly (GO:0051963, p=5.22e-10)"
Nrp2,5,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); postsynapse organization (GO:0099173, p=6.62e-17); axonogenesis (GO:0007409, p=4.79e-16); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Dnm3,5,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17)"
Pgrmc1,5,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Tuba1a,5,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); locomotory behavior (GO:0007626, p=2.96e-11)"
Nptx1,5,"synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); axonogenesis (GO:0007409, p=4.79e-16); protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Cadm1,5,"synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Ctnnd2,5,"cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); learning or memory (GO:0007611, p=1.40e-14); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); cognition (GO:0050890, p=2.20e-13)"
Cnih3,5,"protein localization to cell periphery (GO:1990778, p=5.69e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12)"
Hcn1,5,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11)"
Hecw1,5,"regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Trpc6,5,"regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Stim2,5,"regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Pde4b,5,"regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Calm2,5,"regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Stk39,5,"regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Ptpro,4,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); cell junction assembly (GO:0034329, p=5.37e-18); axonogenesis (GO:0007409, p=4.79e-16)"
Gpr158,4,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); cognition (GO:0050890, p=2.20e-13); protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Gpm6a,4,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18)"
Cntn5,4,"synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); axonogenesis (GO:0007409, p=4.79e-16); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Nptxr,4,"synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Macf1,4,"cell junction assembly (GO:0034329, p=5.37e-18); axonogenesis (GO:0007409, p=4.79e-16); protein localization to cell periphery (GO:1990778, p=5.69e-13); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Clasp2,4,"cell junction assembly (GO:0034329, p=5.37e-18); axonogenesis (GO:0007409, p=4.79e-16); protein localization to cell periphery (GO:1990778, p=5.69e-13); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Adcy1,4,"axonogenesis (GO:0007409, p=4.79e-16); learning or memory (GO:0007611, p=1.40e-14); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); cognition (GO:0050890, p=2.20e-13)"
Dscam,4,"axonogenesis (GO:0007409, p=4.79e-16); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12); locomotory behavior (GO:0007626, p=2.96e-11); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Nfix,4,"axonogenesis (GO:0007409, p=4.79e-16); learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Jph4,4,"learning or memory (GO:0007611, p=1.40e-14); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); cognition (GO:0050890, p=2.20e-13); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Atp1a3,4,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); locomotory behavior (GO:0007626, p=2.96e-11)"
Cacna1e,4,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); locomotory behavior (GO:0007626, p=2.96e-11); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11)"
Slc8a2,4,"learning or memory (GO:0007611, p=1.40e-14); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); cognition (GO:0050890, p=2.20e-13); regulation of membrane potential (GO:0042391, p=8.08e-13)"
Rasgrf1,4,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12)"
Kcnn2,4,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Rasgrf2,4,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12)"
Dpp6,4,"protein localization to cell periphery (GO:1990778, p=5.69e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Sparcl1,3,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Ctnna2,3,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); axonogenesis (GO:0007409, p=4.79e-16)"
Ppfia2,3,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); postsynapse organization (GO:0099173, p=6.62e-17)"
Tanc2,3,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); postsynapse organization (GO:0099173, p=6.62e-17)"
Grid1,3,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); postsynapse organization (GO:0099173, p=6.62e-17)"
Zfp804a,3,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); postsynapse organization (GO:0099173, p=6.62e-17)"
Hnrnpm,3,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); postsynapse organization (GO:0099173, p=6.62e-17)"
Pcdh17,3,"synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Rapgef2,3,"cell junction assembly (GO:0034329, p=5.37e-18); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Cdh11,3,"cell junction assembly (GO:0034329, p=5.37e-18); axonogenesis (GO:0007409, p=4.79e-16); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Sorbs1,3,"cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Glrb,3,"postsynapse organization (GO:0099173, p=6.62e-17); regulation of membrane potential (GO:0042391, p=8.08e-13); locomotory behavior (GO:0007626, p=2.96e-11)"
Dab1,3,"axonogenesis (GO:0007409, p=4.79e-16); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12); locomotory behavior (GO:0007626, p=2.96e-11)"
Ncam1,3,"axonogenesis (GO:0007409, p=4.79e-16); learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13)"
L1cam,3,"axonogenesis (GO:0007409, p=4.79e-16); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Ptprz1,3,"axonogenesis (GO:0007409, p=4.79e-16); learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13)"
Btbd9,3,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); locomotory behavior (GO:0007626, p=2.96e-11)"
Slc24a2,3,"learning or memory (GO:0007611, p=1.40e-14); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); cognition (GO:0050890, p=2.20e-13)"
Pias1,3,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Rims1,3,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Rims2,3,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Atp2b2,3,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13); locomotory behavior (GO:0007626, p=2.96e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Kcnip4,3,"protein localization to cell periphery (GO:1990778, p=5.69e-13); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Dpp10,3,"protein localization to cell periphery (GO:1990778, p=5.69e-13); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Slc8a1,3,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Kcnd2,3,"regulation of membrane potential (GO:0042391, p=8.08e-13); locomotory behavior (GO:0007626, p=2.96e-11); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11)"
Ppp3ca,3,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Chrm3,3,"regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12)"
Dapk1,3,"regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12)"
Cacna1b,3,"locomotory behavior (GO:0007626, p=2.96e-11); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Ppp3cb,3,"locomotory behavior (GO:0007626, p=2.96e-11); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Cttnbp2,2,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21)"
Malat1,2,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21)"
Ywhaz,2,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21)"
Nrg3,2,"synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18)"
Bsn,2,"synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18)"
Srgap2,2,"synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18)"
Cdh12,2,"cell junction assembly (GO:0034329, p=5.37e-18); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Cdh13,2,"cell junction assembly (GO:0034329, p=5.37e-18); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Cdh10,2,"cell junction assembly (GO:0034329, p=5.37e-18); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Dlg2,2,"postsynapse organization (GO:0099173, p=6.62e-17); protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Nos1ap,2,"postsynapse organization (GO:0099173, p=6.62e-17); regulation of membrane potential (GO:0042391, p=8.08e-13)"
Cpne6,2,"postsynapse organization (GO:0099173, p=6.62e-17); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Slit1,2,"axonogenesis (GO:0007409, p=4.79e-16); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Ntng1,2,"axonogenesis (GO:0007409, p=4.79e-16); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Sema6d,2,"axonogenesis (GO:0007409, p=4.79e-16); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Olfm1,2,"axonogenesis (GO:0007409, p=4.79e-16); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Unc5d,2,"axonogenesis (GO:0007409, p=4.79e-16); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Slit3,2,"axonogenesis (GO:0007409, p=4.79e-16); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Prkg1,2,"axonogenesis (GO:0007409, p=4.79e-16); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Dscaml1,2,"axonogenesis (GO:0007409, p=4.79e-16); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Prickle1,2,"axonogenesis (GO:0007409, p=4.79e-16); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Sema3e,2,"axonogenesis (GO:0007409, p=4.79e-16); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Hsp90aa1,2,"axonogenesis (GO:0007409, p=4.79e-16); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Nrn1,2,"axonogenesis (GO:0007409, p=4.79e-16); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Robo2,2,"axonogenesis (GO:0007409, p=4.79e-16); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Alcam,2,"axonogenesis (GO:0007409, p=4.79e-16); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Cyfip2,2,"axonogenesis (GO:0007409, p=4.79e-16); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Plxna4,2,"axonogenesis (GO:0007409, p=4.79e-16); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Zeb2,2,"axonogenesis (GO:0007409, p=4.79e-16); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Itga8,2,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13)"
Csmd1,2,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13)"
Pja2,2,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13)"
Specc1,2,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13)"
Pde8b,2,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13)"
Brinp1,2,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13)"
Grm7,2,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13)"
Camk4,2,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13)"
Cyp7b1,2,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13)"
Slc12a5,2,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13)"
Synj1,2,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13)"
Syt11,2,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13)"
Grik2,2,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13); regulation of membrane potential (GO:0042391, p=8.08e-13)"
Slc4a10,2,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13); locomotory behavior (GO:0007626, p=2.96e-11)"
Unc13a,2,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Kcnb2,2,"protein localization to cell periphery (GO:1990778, p=5.69e-13); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11)"
Tspan18,2,"protein localization to cell periphery (GO:1990778, p=5.69e-13); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Lrp6,2,"protein localization to cell periphery (GO:1990778, p=5.69e-13); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Trpc4,2,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Kcnh7,2,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11)"
Gnaq,2,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Atp1a1,2,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Kcnd3,2,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11)"
Pcdh15,2,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12); locomotory behavior (GO:0007626, p=2.96e-11)"
Cemip,2,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Prkd1,2,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Mpdz,1,"cell junction assembly (GO:0034329, p=5.37e-18)"
Ptprk,1,"cell junction assembly (GO:0034329, p=5.37e-18)"
Map4k4,1,"cell junction assembly (GO:0034329, p=5.37e-18)"
Cnksr2,1,"postsynapse organization (GO:0099173, p=6.62e-17)"
Dock10,1,"postsynapse organization (GO:0099173, p=6.62e-17)"
Arhgap39,1,"postsynapse organization (GO:0099173, p=6.62e-17)"
Frrs1l,1,"postsynapse organization (GO:0099173, p=6.62e-17)"
Sorbs2,1,"postsynapse organization (GO:0099173, p=6.62e-17)"
Dcc,1,"axonogenesis (GO:0007409, p=4.79e-16)"
Ablim1,1,"axonogenesis (GO:0007409, p=4.79e-16)"
Apc,1,"axonogenesis (GO:0007409, p=4.79e-16)"
Aplp1,1,"axonogenesis (GO:0007409, p=4.79e-16)"
Dpysl5,1,"axonogenesis (GO:0007409, p=4.79e-16)"
Ust,1,"axonogenesis (GO:0007409, p=4.79e-16)"
Unc5a,1,"axonogenesis (GO:0007409, p=4.79e-16)"
Atl1,1,"axonogenesis (GO:0007409, p=4.79e-16)"
Erc2,1,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13)"
Cpeb1,1,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13)"
Sorcs2,1,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13)"
Ncdn,1,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13)"
Mapk1,1,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13)"
Syt7,1,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13)"
Lnpep,1,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13)"
Nbea,1,"protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Sorl1,1,"protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Lin7a,1,"protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Efr3a,1,"protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Kif1b,1,"protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Hectd1,1,"protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Ccdc88a,1,"protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Map7,1,"protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Prepl,1,"protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Cltc,1,"protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Lrrc7,1,"protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Sptbn1,1,"protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Gabrg3,1,"regulation of membrane potential (GO:0042391, p=8.08e-13)"
Slc4a4,1,"regulation of membrane potential (GO:0042391, p=8.08e-13)"
Gabra4,1,"regulation of membrane potential (GO:0042391, p=8.08e-13)"
Ubb,1,"regulation of membrane potential (GO:0042391, p=8.08e-13)"
Atp2a2,1,"regulation of membrane potential (GO:0042391, p=8.08e-13)"
Parp1,1,"regulation of membrane potential (GO:0042391, p=8.08e-13)"
Celf4,1,"regulation of membrane potential (GO:0042391, p=8.08e-13)"
Tenm3,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Tenm4,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Pcdh20,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Fat3,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Tenm1,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Eps8,1,"locomotory behavior (GO:0007626, p=2.96e-11)"
Grm1,1,"locomotory behavior (GO:0007626, p=2.96e-11)"
Lsamp,1,"locomotory behavior (GO:0007626, p=2.96e-11)"
Nav2,1,"locomotory behavior (GO:0007626, p=2.96e-11)"
Sez6l2,1,"locomotory behavior (GO:0007626, p=2.96e-11)"
Abhd12,1,"locomotory behavior (GO:0007626, p=2.96e-11)"
Uchl3,1,"locomotory behavior (GO:0007626, p=2.96e-11)"
Apba1,1,"locomotory behavior (GO:0007626, p=2.96e-11)"
Apba2,1,"locomotory behavior (GO:0007626, p=2.96e-11)"
Slc4a7,1,"locomotory behavior (GO:0007626, p=2.96e-11)"
Kcnj3,1,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11)"
Nkain2,1,"regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Akt3,1,"regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Nkain3,1,"regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Syt1,1,"developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Wasf1,1,"developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
