gene,frequency,go_terms
Frmpd4,3,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); postsynapse organization (GO:0099173, p=3.19e-09)"
Wasl,3,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); postsynapse organization (GO:0099173, p=3.19e-09)"
Actr2,3,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); postsynapse organization (GO:0099173, p=3.19e-09)"
Rheb,3,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); postsynapse organization (GO:0099173, p=3.19e-09)"
Dgkb,3,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); postsynapse organization (GO:0099173, p=3.19e-09)"
Farp1,3,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); postsynapse organization (GO:0099173, p=3.19e-09)"
Rock2,3,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); postsynapse organization (GO:0099173, p=3.19e-09)"
Jph4,3,"regulation of synaptic plasticity (GO:0048167, p=1.61e-08); learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07)"
Rasgrf1,3,"regulation of synaptic plasticity (GO:0048167, p=1.61e-08); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Chrd,3,"regulation of synaptic plasticity (GO:0048167, p=1.61e-08); learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07)"
Itga8,3,"learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); memory (GO:0007613, p=9.27e-07)"
Pja2,3,"learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); memory (GO:0007613, p=9.27e-07)"
Brinp1,3,"learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); memory (GO:0007613, p=9.27e-07)"
Camk4,3,"learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); memory (GO:0007613, p=9.27e-07)"
Cyp7b1,3,"learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); memory (GO:0007613, p=9.27e-07)"
Csmd1,3,"learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); memory (GO:0007613, p=9.27e-07)"
Grm7,3,"learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); memory (GO:0007613, p=9.27e-07)"
Atp1b1,3,"regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Cacna1d,3,"regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Ank2,3,"regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Calm3,3,"regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Fhl1,3,"regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Calm1,3,"regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Cacnb2,3,"regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Cnih2,3,"regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Ywhah,3,"regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Cacna2d1,3,"regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Nr3c2,3,"regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Gabra2,3,"regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of neurotransmitter levels (GO:0001505, p=6.04e-07); neurotransmitter transport (GO:0006836, p=1.46e-06)"
Rasal1,3,"neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Dab1,2,"axonogenesis (GO:0007409, p=6.85e-14); locomotory behavior (GO:0007626, p=2.05e-06)"
Aplp2,2,"axonogenesis (GO:0007409, p=6.85e-14); locomotory behavior (GO:0007626, p=2.05e-06)"
Uchl1,2,"axonogenesis (GO:0007409, p=6.85e-14); locomotory behavior (GO:0007626, p=2.05e-06)"
Mapk10,2,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); locomotory behavior (GO:0007626, p=2.05e-06)"
Atp6v0a1,2,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13)"
Ppp3r1,2,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13)"
Ap2b1,2,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13)"
Atp6v1a,2,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13)"
Cltc,2,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13)"
Nsg1,2,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); regulation of synaptic plasticity (GO:0048167, p=1.61e-08)"
Atp6v1h,2,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13)"
Gpm6a,2,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11)"
Lrfn5,2,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11)"
Malat1,2,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11)"
Mdga2,2,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11)"
Chd4,2,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11)"
Il1rapl2,2,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11)"
Ywhaz,2,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11)"
Ptprt,2,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11)"
Nos1ap,2,"postsynapse organization (GO:0099173, p=3.19e-09); regulation of membrane potential (GO:0042391, p=2.08e-08)"
Nr3c1,2,"regulation of synaptic plasticity (GO:0048167, p=1.61e-08); developmental cell growth (GO:0048588, p=1.67e-07)"
Slc4a10,2,"regulation of synaptic plasticity (GO:0048167, p=1.61e-08); locomotory behavior (GO:0007626, p=2.05e-06)"
Kcnq3,2,"regulation of synaptic plasticity (GO:0048167, p=1.61e-08); regulation of membrane potential (GO:0042391, p=2.08e-08)"
Kcnn2,2,"regulation of synaptic plasticity (GO:0048167, p=1.61e-08); regulation of membrane potential (GO:0042391, p=2.08e-08)"
Specc1,2,"learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07)"
Pde8b,2,"learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07)"
Cacng8,2,"regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Calm2,2,"regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Hecw1,2,"regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Ptprn2,2,"regulation of neurotransmitter levels (GO:0001505, p=6.04e-07); neurotransmitter transport (GO:0006836, p=1.46e-06)"
Gpm6b,2,"regulation of neurotransmitter levels (GO:0001505, p=6.04e-07); neurotransmitter transport (GO:0006836, p=1.46e-06)"
Grm8,2,"regulation of neurotransmitter levels (GO:0001505, p=6.04e-07); neurotransmitter transport (GO:0006836, p=1.46e-06)"
Dpysl5,1,"axonogenesis (GO:0007409, p=6.85e-14)"
Etv1,1,"axonogenesis (GO:0007409, p=6.85e-14)"
Dcc,1,"axonogenesis (GO:0007409, p=6.85e-14)"
Megf9,1,"axonogenesis (GO:0007409, p=6.85e-14)"
Tubb2b,1,"axonogenesis (GO:0007409, p=6.85e-14)"
Aplp1,1,"axonogenesis (GO:0007409, p=6.85e-14)"
Kif5a,1,"axonogenesis (GO:0007409, p=6.85e-14)"
Bcl11b,1,"axonogenesis (GO:0007409, p=6.85e-14)"
Tubb3,1,"axonogenesis (GO:0007409, p=6.85e-14)"
Ablim1,1,"axonogenesis (GO:0007409, p=6.85e-14)"
Bsg,1,"axonogenesis (GO:0007409, p=6.85e-14)"
Dscaml1,1,"axonogenesis (GO:0007409, p=6.85e-14)"
Ntng1,1,"axonogenesis (GO:0007409, p=6.85e-14)"
Caly,1,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13)"
Cnksr2,1,"postsynapse organization (GO:0099173, p=3.19e-09)"
Sorbs1,1,"postsynapse organization (GO:0099173, p=3.19e-09)"
Arhgap39,1,"postsynapse organization (GO:0099173, p=3.19e-09)"
Ncdn,1,"regulation of synaptic plasticity (GO:0048167, p=1.61e-08)"
Mir124a-1hg,1,"regulation of synaptic plasticity (GO:0048167, p=1.61e-08)"
Iqsec2,1,"regulation of synaptic plasticity (GO:0048167, p=1.61e-08)"
Cpeb1,1,"regulation of synaptic plasticity (GO:0048167, p=1.61e-08)"
Ubb,1,"regulation of membrane potential (GO:0042391, p=2.08e-08)"
Kcnh7,1,"regulation of membrane potential (GO:0042391, p=2.08e-08)"
Pkp2,1,"regulation of membrane potential (GO:0042391, p=2.08e-08)"
Cx3cl1,1,"regulation of membrane potential (GO:0042391, p=2.08e-08)"
Slc8a1,1,"regulation of membrane potential (GO:0042391, p=2.08e-08)"
Gabra4,1,"regulation of membrane potential (GO:0042391, p=2.08e-08)"
Parp1,1,"regulation of membrane potential (GO:0042391, p=2.08e-08)"
Rgs7bp,1,"regulation of membrane potential (GO:0042391, p=2.08e-08)"
Pex5l,1,"regulation of membrane potential (GO:0042391, p=2.08e-08)"
Fmn1,1,"developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Pebp1,1,"regulation of neurotransmitter levels (GO:0001505, p=6.04e-07)"
Slc6a17,1,"neurotransmitter transport (GO:0006836, p=1.46e-06)"
Oxr1,1,"locomotory behavior (GO:0007626, p=2.05e-06)"
Nav2,1,"locomotory behavior (GO:0007626, p=2.05e-06)"
Pcdh15,1,"locomotory behavior (GO:0007626, p=2.05e-06)"
Apba1,1,"locomotory behavior (GO:0007626, p=2.05e-06)"
Lsamp,1,"locomotory behavior (GO:0007626, p=2.05e-06)"
Gnao1,1,"locomotory behavior (GO:0007626, p=2.05e-06)"
Abhd12,1,"locomotory behavior (GO:0007626, p=2.05e-06)"
Psap,1,"locomotory behavior (GO:0007626, p=2.05e-06)"
Eps8,1,"locomotory behavior (GO:0007626, p=2.05e-06)"
