"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation","Viz"
5.77570540082124e-08,0.401477596572167,0.535,0.544,0.0014466409317437,"Luc7l3","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
6.18135372146011e-08,0.339003413890224,0.664,0.664,0.00154824366661411,"C130071C03Rik","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
6.21887612436454e-08,-0.638084586497223,0.305,0.474,0.00155764190286959,"Eif4a2","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
6.22173462256245e-08,0.36904250027084,0.445,0.431,0.00155835787091322,"Nfasc","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
6.4013227946378e-08,-0.752029301066732,0.187,0.34,0.00160333932037293,"Map3k4","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
6.50514536840664e-08,-0.42868659176212,0.685,0.853,0.00162934376042481,"Exoc4","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
6.52842585540437e-08,0.864899321058074,0.271,0.203,0.00163517482400313,"Tex10","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
6.56364536319999e-08,-0.948007936768981,0.249,0.414,0.0016439962541207,"Cpne4","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
6.64046102345473e-08,0.692883426690307,0.291,0.226,0.00166323627254471,"Rnf121","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
6.80659095220631e-08,0.694561289877374,0.327,0.269,0.00170484683579911,"Trim46","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
6.86376905493566e-08,0.431106483453734,0.308,0.308,0.00171916823518974,"Ptpn12","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
6.97268039447577e-08,0.661964952892788,0.33,0.286,0.00174644725840435,"Gm28376","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
7.12793890433787e-08,-0.565919507693988,0.216,0.371,0.00178533485736951,"Ppp1r16b","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
7.36766786408268e-08,0.51931170140584,0.271,0.249,0.00184537976991679,"Sept11","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
7.93569756394003e-08,0.541159621586113,0.399,0.372,0.00198765416884006,"Glg1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
8.00446197895633e-08,-0.504053640231502,0.431,0.641,0.00200487759186919,"Slc35f3","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
8.01399314524735e-08,-0.441696782871389,0.274,0.439,0.0020072648630901,"Sidt1","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
8.01439987779982e-08,-0.671641236937684,0.265,0.44,0.00200736673739252,"Ablim1","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
8.27569604678304e-08,0.363368539093808,0.434,0.434,0.00207281358883775,"Daam1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
8.30715885641508e-08,0.588105377524659,0.26,0.241,0.00208069407876628,"Armc9","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
8.3429589610117e-08,0.677510172126902,0.256,0.199,0.0020896609309646,"Rap1gap2","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
8.44386759387786e-08,0.631204080832325,0.279,0.254,0.00211493551623859,"Trappc9","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
8.68808443184535e-08,-0.6148038092088,0.233,0.394,0.00217610450764431,"Cdkal1","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
9.86328184318888e-08,0.450461440663501,0.366,0.336,0.00247045620326352,"Ccbe1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.02557013246261e-07,0.460528337057024,0.402,0.386,0.00256874551077911,"Senp6","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.02899044508515e-07,0.531118066063152,0.337,0.302,0.00257731236780478,"Spred2","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.03735032403891e-07,-0.298476265431976,0.878,0.96,0.00259825135662027,"Gpm6a","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.09470303883304e-07,0.475185418658234,0.436,0.399,0.00274190270136512,"Srgap2","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.17111374719227e-07,0.23243073959945,0.829,0.858,0.00293328860259248,"B3galt1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.18703849436852e-07,-0.509809916913896,0.723,0.871,0.00297317531684483,"Nrcam","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.20004605925824e-07,0.233353039813708,0.638,0.676,0.00300575536462412,"Sptbn1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.21510182012937e-07,-0.560322967778805,0.239,0.394,0.00304346552887803,"Sez6l2","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.2314541020265e-07,-0.760743025142295,0.336,0.522,0.00308442308934577,"Prickle1","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.28158829398414e-07,0.324053383307729,0.481,0.478,0.00320999419994209,"Mcu","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.38146049030238e-07,0.235871815693204,0.698,0.741,0.00346014409006038,"Ccdc88a","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.39504511277717e-07,0.417093844885469,0.502,0.523,0.00349416949397299,"Odf2","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.42929474876449e-07,-0.656705759552731,0.318,0.504,0.00357995455723041,"Dlg1","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.53467391649443e-07,-0.575121036850977,0.413,0.613,0.00384389775864361,"Med12l","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.58098320711539e-07,0.520296499529657,0.356,0.299,0.00395988863886191,"9330159F19Rik","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.60638085159941e-07,-0.656902863093771,0.245,0.402,0.00402350211900104,"Scn3b","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.65211032691016e-07,0.209966098916493,0.737,0.741,0.00413804073581188,"Ptprk","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.71692732521626e-07,0.261454338401613,0.322,0.372,0.00430038787146918,"Klc1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.75699817451152e-07,-0.812812414117769,0.146,0.274,0.00440075332769899,"Klf9","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.90144518782468e-07,-0.323100411521657,0.161,0.269,0.00476254976194448,"Eif5","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.95656830590702e-07,0.340450201833718,0.455,0.46,0.00490061663580532,"A330076H08Rik","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.97973759146138e-07,-0.951895753527481,0.131,0.257,0.00495864874533332,"Atg10","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.98369077674858e-07,0.507146269858367,0.369,0.323,0.00496855028852216,"Tra2a","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
2.00821872147082e-07,-0.275677818620683,0.966,0.984,0.00502998543166796,"Lrfn5","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
2.05799145987529e-07,-0.46374685313575,0.161,0.281,0.00515465120954964,"Nmt1","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
2.06733230108617e-07,0.297243250316649,0.667,0.671,0.00517804721453052,"Apc","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
2.09823549871283e-07,0.275412202044822,0.407,0.422,0.00525545045362601,"Ube2k","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
2.19940930179255e-07,-0.64703503434262,0.174,0.313,0.0055088604781998,"Zdhhc21","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
2.29170112995299e-07,0.56010619062723,0.348,0.329,0.00574002382019326,"Slf2","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
2.34728469938193e-07,0.277710262271419,0.484,0.494,0.00587924398654192,"Fgd4","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
2.39998426681296e-07,-0.656832447865037,0.425,0.612,0.00601124059308643,"Stox2","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
2.40783279854883e-07,0.517705227540979,0.409,0.385,0.00603089881052525,"Acvr1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
2.41699133012779e-07,0.422646716022282,0.39,0.399,0.00605383818457106,"Acaca","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
2.4524817344292e-07,-0.519370711529352,0.277,0.444,0.00614273100022482,"4632427E13Rik","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
2.52794288418367e-07,-0.780959875973593,0.245,0.406,0.00633173854201484,"Babam2","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
2.73957943906877e-07,-0.74164889914311,0.453,0.623,0.00686182462103555,"Zfp804a","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
2.7412685486094e-07,-0.757677860707421,0.178,0.318,0.00686605533370197,"Stk3","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
2.7965290892875e-07,-0.22626954352684,0.408,0.558,0.00700446640993839,"Pcsk1n","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
2.80941943945538e-07,-0.452455858790044,0.802,0.914,0.00703675287000389,"Ccdc85a","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
2.86476496805901e-07,-0.482036228481429,0.533,0.689,0.0071753768154974,"Prkd1","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
3.06843790775617e-07,0.586042562201412,0.264,0.222,0.00768551642755687,"Lrch3","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
3.07456309537682e-07,0.652665932721825,0.25,0.208,0.00770085818499032,"Gnal","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
3.18290389753314e-07,-0.467832868551348,0.422,0.603,0.00797221939215125,"Atp2a2","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
3.29177992469372e-07,-0.649986263959451,0.313,0.496,0.00824492117738036,"Prkag2","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
3.31300454053799e-07,0.675053603609355,0.3,0.272,0.00829808247268551,"Acsl6","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
3.69161769581581e-07,0.747494335288358,0.718,0.68,0.00924639484270986,"mt-Co3","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
3.70242896454581e-07,-0.575684868188819,0.142,0.256,0.00927347382749789,"Hs3st4","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
3.82718025830792e-07,0.68240707721208,0.403,0.343,0.00958593839298384,"Tmem132a","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
3.87007800915776e-07,0.472413717518284,0.353,0.3,0.00969338438953743,"Spire1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
4.00992285747694e-07,0.348991935221903,0.433,0.422,0.0100436537811225,"Fstl4","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
4.0973991655354e-07,-0.301929289944898,0.478,0.656,0.0102627556899165,"Atp1a3","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
4.19261213270601e-07,0.449444422475671,0.425,0.412,0.0105012356087888,"Cep170","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
4.33498847544453e-07,-0.838350116774966,0.137,0.263,0.0108578456344459,"Lurap1l","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
4.40706279407428e-07,-0.496902178791641,0.398,0.575,0.0110383701803179,"Syt7","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
4.44197249696812e-07,0.719264138594771,0.327,0.263,0.011125808513156,"Pard3b","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
4.49798061978528e-07,-0.271761588674383,0.146,0.251,0.0112660920583762,"Rps10","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
4.73026123488386e-07,-0.707475309704201,0.291,0.454,0.0118478853150136,"Mrtfa","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
4.78250468276758e-07,0.369254008537084,0.43,0.425,0.0119787394789279,"Chd2","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
5.40082010332389e-07,0.436561591472665,0.635,0.625,0.0135274341127954,"Hnrnpa2b1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
5.60217490452723e-07,-0.83728213547779,0.249,0.417,0.0140317674833694,"Cap2","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
5.62385367016301e-07,-0.518851232314908,0.394,0.581,0.0140860662876573,"Bclaf1","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
5.64625379055718e-07,-0.658955870018174,0.371,0.56,0.0141421718692086,"Cdk17","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
5.65678223528163e-07,0.562506211399338,0.353,0.314,0.0141685424647099,"4930509J09Rik","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
5.66582346270637e-07,-0.913379565870679,0.142,0.268,0.0141911880270406,"Rnf19a","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
5.68416263641891e-07,0.421907500807353,0.352,0.343,0.0142371221554385,"Tasp1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
6.58030111769771e-07,-0.27175011800601,0.156,0.259,0.0164816802094975,"Rnasek","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
6.93509260259875e-07,-0.421077098795066,0.304,0.468,0.0173703264417291,"Mpdz","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
6.96469510612186e-07,-0.306510591547752,0.535,0.715,0.0174444718323034,"Plcl1","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
7.33510890160889e-07,0.265822923525755,0.35,0.385,0.0183722472658598,"Cul1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
7.57961872269254e-07,0.366659516166931,0.49,0.481,0.018984671014728,"Arhgef12","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
7.82420716015005e-07,0.569616571889117,0.304,0.251,0.0195972916740278,"Ntm","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
7.83614507556536e-07,0.675866383580718,0.283,0.208,0.0196271925707686,"Nrbp2","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
7.85658118642671e-07,-0.680409898135711,0.277,0.411,0.019678378897643,"Sgcz","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
8.09716966715596e-07,-0.269531895398658,0.153,0.259,0.0202809808653255,"Igsf8","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
8.18557849378532e-07,0.611451784983377,0.283,0.269,0.0205024184533841,"Ttc28","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
8.55180535637852e-07,-0.667838120413499,0.347,0.517,0.0214197068761213,"Gabra4","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
8.88858442776757e-07,-0.455178578597719,0.146,0.252,0.0222632374162294,"Arf3","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
9.17697298684056e-07,0.246593144696591,0.462,0.493,0.0229855642401396,"Ssh2","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
9.29748078560476e-07,0.515108520810697,0.555,0.542,0.0232874001237042,"Camkv","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
9.7595174620798e-07,-0.586432601500017,0.291,0.461,0.0244446633872713,"Nt5c2","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
9.89918394238142e-07,-0.483475397467014,0.188,0.32,0.0247944860204827,"Supt6","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.02399859237036e-06,0.660581702906774,0.298,0.243,0.0256480927431005,"Zfp704","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.0283714020224e-06,-0.6801228771274,0.41,0.612,0.025757618506455,"Pip5k1b","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.03082886573078e-06,0.563331818367883,0.331,0.279,0.0258191705999588,"Crmp1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.05304097158488e-06,0.268832767575727,0.561,0.58,0.0263755172152865,"Dync1i1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.05772161652845e-06,-0.580770429791496,0.138,0.254,0.026492753329188,"Fau","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.05900486411061e-06,0.55596902022002,0.344,0.315,0.0265248948313783,"Kcnip2","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.09169633163194e-06,-0.448455630350795,0.579,0.782,0.0273437180183853,"Ralgapa1","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.09280392868347e-06,0.292351494827658,0.367,0.404,0.0273714600017349,"Ralgps1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.09497361762938e-06,0.517392712591696,0.314,0.282,0.027425804200763,"Sgms1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.19416918825436e-06,-0.50838880399842,0.461,0.659,0.0299103556582069,"Plekha5","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.21040019828173e-06,-0.514481467224247,0.263,0.42,0.0303168937663624,"Cog5","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.22725428215072e-06,-0.592150354023938,0.14,0.257,0.0307390380050291,"Parp1","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.22832817044748e-06,-0.485886266428856,0.712,0.859,0.0307659356851981,"Dok6","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.26157596446202e-06,0.324207089450546,0.339,0.349,0.0315986931818801,"Clasp1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.29056900010965e-06,0.214602662719771,0.997,0.989,0.0323248817457465,"Tenm2","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.33450070384379e-06,-0.405951241459089,0.744,0.863,0.0334252391291755,"Ppm1e","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.40210100892444e-06,-0.586209273056653,0.179,0.297,0.0351184239705306,"Scg5","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.41954445132519e-06,-0.571805043380024,0.304,0.463,0.035555329872342,"Adk","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.42618549000709e-06,0.724611276913685,0.263,0.208,0.0357216679682076,"Cox7b","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.44448938153292e-06,0.595300718383376,0.299,0.263,0.0361801255392549,"Maco1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.48181096717718e-06,0.492884759783438,0.475,0.432,0.0371149192948867,"Matk","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.48555493722976e-06,0.671288019874522,0.386,0.342,0.0372086945127938,"Agrn","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.5815994640489e-06,0.228522416051852,0.687,0.701,0.0396143217760328,"Phactr1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.6041705749471e-06,0.246475544557833,0.427,0.458,0.0401796603906999,"Jazf1","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.64931062165738e-06,0.465846579152851,0.333,0.269,0.0413102831406524,"Klf7","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.65464328628588e-06,-0.724043177918355,0.18,0.314,0.0414438503916025,"Naaladl2","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.67563727062872e-06,-0.784439465328779,0.225,0.371,0.0419696867174375,"Fam126b","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.74402133185456e-06,-0.525340650790532,0.299,0.465,0.0436825022989611,"Phip","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.74432474672497e-06,-0.591777283711313,0.157,0.276,0.0436901019312202,"Rps14","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.74553197759204e-06,0.536245071717526,0.343,0.325,0.0437203394427479,"Bcl11a","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.75997134467287e-06,-0.740656814865594,0.239,0.396,0.0440820022700214,"Nos1ap","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.80313261634215e-06,0.618884642244884,0.344,0.304,0.0451630626415219,"Dleu2","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.84703233062082e-06,0.43806206611674,0.314,0.312,0.0462626187850597,"Znrf3","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.87879807017709e-06,-0.624399380211111,0.163,0.285,0.0470582552637255,"Abhd12","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
1.8909689434529e-06,0.667524459871107,0.356,0.314,0.0473630991266648,"Idh3b","ExN_mDG","24hrvs1hr_PTZ","Up","Sig"
1.90450343612974e-06,-0.75523174962537,0.246,0.399,0.0477020975647415,"Snx13","ExN_mDG","24hrvs1hr_PTZ","Down","Sig"
3.97107730650487e-80,-1.00500736762536,0.997,0.997,9.94635732960274e-76,"Gm42418","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
3.14970717777721e-49,-1.38055197440165,0.725,0.859,7.88907156817858e-45,"AY036118","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
8.45063284502464e-29,0.562416498593225,0.998,0.924,2.11663000869332e-24,"Ctnna2","ExN_mDG","24hrvs1hr_SAL","Up","Sig"
3.06747334856871e-27,-1.75795017934929,0.426,0.555,7.68310049616006e-23,"Gm47283","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
6.69139321950535e-26,0.47994792742904,0.995,0.987,1.6759932596895e-21,"Rbfox1","ExN_mDG","24hrvs1hr_SAL","Up","Sig"
4.75773086146768e-24,-1.70984440189826,0.256,0.404,1.19166884887181e-19,"Sparcl1","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
3.27669518736502e-23,-0.576830057497172,0.87,0.849,8.20713843579317e-19,"Grin2a","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
3.76118409004124e-23,-1.37796692718219,0.469,0.607,9.42063779032629e-19,"Actb","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
1.30775652563214e-22,0.804445674544814,0.952,0.664,3.27553776975082e-18,"Sema6d","ExN_mDG","24hrvs1hr_SAL","Up","Sig"
4.99557859502779e-22,0.264656023476146,1,1,1.25124257069661e-17,"Zbtb20","ExN_mDG","24hrvs1hr_SAL","Up","Sig"
2.31843475382493e-21,-0.598642610093673,0.752,0.841,5.80698352790529e-17,"Trpm3","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
2.48585075663818e-21,0.33941753775451,0.995,0.964,6.22631039015164e-17,"Tcf4","ExN_mDG","24hrvs1hr_SAL","Up","Sig"
6.21422294397597e-20,-2.10301465098169,0.167,0.346,1.55647642077766e-15,"Aldoa","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
1.62952960530538e-19,-2.67330937850092,0.152,0.326,4.08148280240837e-15,"Adarb2","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
1.52701144889922e-18,0.703751490276323,0.885,0.576,3.82470557605788e-14,"Pcdh15","ExN_mDG","24hrvs1hr_SAL","Up","Sig"
6.66105941835237e-18,-1.52423186944539,0.341,0.492,1.66839555251472e-13,"Actg1","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
9.4596378622584e-18,0.308234901968996,1,1,2.36935549535986e-13,"Dab1","ExN_mDG","24hrvs1hr_SAL","Up","Sig"
1.76690237821839e-17,-0.808627222163755,0.708,0.677,4.4255603867236e-13,"Atp1b1","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
4.84420712800074e-17,-0.503513932615997,0.752,0.656,1.21332855935035e-12,"Ahcyl2","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
6.54385228227738e-17,-1.19831646204263,0.474,0.576,1.63903868114201e-12,"Hsp90ab1","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
1.0156162737625e-16,-0.486296176349424,0.857,0.794,2.54381408089293e-12,"Mbd5","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
1.29829026430967e-16,-0.451602795147784,0.859,0.773,3.25182762501643e-12,"Cnksr2","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
2.51819989716199e-16,0.683247711268982,0.846,0.549,6.30733528242165e-12,"Plppr1","ExN_mDG","24hrvs1hr_SAL","Up","Sig"
2.74633083869276e-16,-1.39294034152238,0.403,0.516,6.87873485167375e-12,"Tubb2a","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
3.28221590961272e-16,-0.358736115088734,0.933,0.927,8.22096618880698e-12,"Csmd3","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
6.97995791011366e-16,0.589656822048629,0.852,0.552,1.74827005774617e-11,"Ptpro","ExN_mDG","24hrvs1hr_SAL","Up","Sig"
7.24948482255224e-16,-0.209543504976944,0.615,0.628,1.81577846350466e-11,"Tafa1","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
7.53226237991604e-16,-0.976317292231049,0.272,0.286,1.88660575829757e-11,"Rapgef5","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
1.01551672220531e-15,0.80641144270605,0.518,0.26,2.54356473410765e-11,"Rgs6","ExN_mDG","24hrvs1hr_SAL","Up","Sig"
2.20958726043387e-15,0.685349048041404,0.836,0.521,5.53435321120872e-11,"Zfp536","ExN_mDG","24hrvs1hr_SAL","Up","Sig"
5.57507982269796e-15,-0.90559427329822,0.318,0.404,1.39639024319116e-10,"Unc5d","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
7.14128062027079e-15,1.11688805469197,0.615,0.263,1.78867655695922e-10,"Zfp385b","ExN_mDG","24hrvs1hr_SAL","Up","Sig"
1.63703986194751e-14,-1.32722444601585,0.644,0.74,4.10029374221994e-10,"Tuba1a","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
2.94539192112e-14,-1.91726320852546,0.161,0.339,7.37732314482925e-10,"Ubb","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
4.59277894772573e-14,0.446896639216467,0.913,0.648,1.15035334303686e-09,"Cntnap2","ExN_mDG","24hrvs1hr_SAL","Up","Sig"
6.39105832428112e-14,-1.40769396986649,0.344,0.466,1.60076837848269e-09,"Ppia","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
1.91189792904773e-13,-0.765732415330326,0.572,0.521,4.78873074288584e-09,"Syne1","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
2.17673516226048e-13,-1.7418372389811,0.207,0.331,5.45206856091381e-09,"Ncdn","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
2.96574649012666e-13,-0.493680239527619,0.611,0.555,7.42830523382026e-09,"Il1rap","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
5.98826862010773e-13,-1.08048720260385,0.351,0.385,1.49988164127838e-08,"Glis3","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
8.46645997716998e-13,-0.927123470147184,0.41,0.427,2.12059423048177e-08,"Diaph2","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
1.19453722637126e-12,-1.12659445581322,0.254,0.357,2.99195739089211e-08,"Snhg11","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
2.0324587479151e-12,-1.53780483132026,0.2,0.253,5.09069942590295e-08,"Tanc1","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
2.06399411832919e-12,0.518763452412422,0.928,0.659,5.16968606817912e-08,"Galntl6","ExN_mDG","24hrvs1hr_SAL","Up","Sig"
2.49256665306555e-12,-0.238652807248422,1,0.99,6.24313169593327e-08,"Il1rapl1","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
2.84386048118327e-12,0.277109059236288,1,1,7.12301734721973e-08,"Lsamp","ExN_mDG","24hrvs1hr_SAL","Up","Sig"
3.92810936383149e-12,-0.595605582014869,0.698,0.63,9.83873552358874e-08,"Rasal2","ExN_mDG","24hrvs1hr_SAL","Down","Sig"
