gene,GO,GO_ont,GO_q,DEG_adjp,GO_fc,DEG_log2FC,ID,GO_p,GO_r,GO_ct,GO_cp,DEG_p,DEG_pct1,DEG_pct2,DEG_reg,DEG_sig,DEG_FDR,DEG_edit
Ptprs,cell junction assembly,BP,4.4607470770748395e-18,4.87606425949664e-17,4.12790266918832,0.73550364651315,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.9467657841244998e-21,0.723,0.628,Up,Sig,16.311930579640837,Ptprs
Lrrtm4,cell junction assembly,BP,4.4607470770748395e-18,1.42465649583268e-16,4.12790266918832,-0.356814917982992,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,5.68793266991127e-21,0.992,0.996,Down,Sig,15.846289837373252,Lrrtm4
Ephb2,cell junction assembly,BP,4.4607470770748395e-18,5.299755948646131e-15,4.12790266918832,1.20417157363261,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,2.1159244415084198e-19,0.334,0.201,Up,Sig,14.275744129002351,Ephb2
Sema4d,cell junction assembly,BP,4.4607470770748395e-18,6.926570801188621e-15,4.12790266918832,1.12180066373039,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,2.76542931336632e-19,0.365,0.211,Up,Sig,14.159481722201521,Sema4d
Grid2,cell junction assembly,BP,4.4607470770748395e-18,1.3567903287896101e-14,4.12790266918832,0.47204072489302,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,5.416977397650869e-19,0.698,0.651,Up,Sig,13.867487260730252,Grid2
Ptk2b,cell junction assembly,BP,4.4607470770748395e-18,1.01164900394901e-13,4.12790266918832,-0.919297256453379,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,4.03900269073744e-18,0.359,0.613,Down,Sig,12.994970141734525,Ptk2b
Macf1,cell junction assembly,BP,4.4607470770748395e-18,2.84213324930549e-13,4.12790266918832,0.491363471511533,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.13472002607318e-17,0.726,0.699,Up,Sig,12.546355564662768,Macf1
Clasp2,cell junction assembly,BP,4.4607470770748395e-18,3.67148511416095e-12,4.12790266918832,0.503780324283311,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.46583826971731e-16,0.64,0.611,Up,Sig,11.43515822827623,Clasp2
Shank2,cell junction assembly,BP,4.4607470770748395e-18,9.45752814444245e-12,4.12790266918832,0.6539149892786,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,3.77591254219765e-16,0.385,0.34,Up,Sig,11.024222357626245,Shank2
Cdh12,cell junction assembly,BP,4.4607470770748395e-18,9.50018205327309e-12,4.12790266918832,-1.00682120307707,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,3.7929420901797e-16,0.439,0.682,Down,Sig,11.022268072187536,Cdh12
Sorbs1,cell junction assembly,BP,4.4607470770748395e-18,2.3456241378789897e-11,4.12790266918832,0.284141640604394,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,9.364890557268301e-16,0.723,0.78,Up,Sig,10.629741577865317,Sorbs1
Il1rapl2,cell junction assembly,BP,4.4607470770748395e-18,3.3733038190170095e-11,4.12790266918832,0.777212508011218,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.34678956322793e-15,0.428,0.306,Up,Sig,10.47194454200663,Il1rapl2
Cdh11,cell junction assembly,BP,4.4607470770748395e-18,6.443761131078019e-11,4.12790266918832,0.489646035546349,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,2.57266783689784e-15,0.64,0.594,Up,Sig,10.190860567163044,Cdh11
Gsk3b,cell junction assembly,BP,4.4607470770748395e-18,1.2611948887493002e-10,4.12790266918832,0.602010304219096,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,5.035313166244671e-15,0.508,0.478,Up,Sig,9.899217797987939,Gsk3b
Rapgef2,cell junction assembly,BP,4.4607470770748395e-18,1.6461926265495202e-10,4.12790266918832,-0.866517444457548,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,6.572414367187771e-15,0.417,0.629,Down,Sig,9.783519347888719,Rapgef2
Dnm3,cell junction assembly,BP,4.4607470770748395e-18,1.74619140694266e-10,4.12790266918832,0.622682317113297,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,6.9716589090216606e-15,0.523,0.452,Up,Sig,9.757908153286296,Dnm3
Snca,cell junction assembly,BP,4.4607470770748395e-18,4.762420388906951e-10,4.12790266918832,0.418964469696446,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.9013935357156302e-14,0.631,0.594,Up,Sig,9.322172271147798,Snca
Map4k4,cell junction assembly,BP,4.4607470770748395e-18,7.15316210575819e-10,4.12790266918832,0.797853728214877,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,2.85589575827772e-14,0.416,0.335,Up,Sig,9.145501932814016,Map4k4
Fgf13,cell junction assembly,BP,4.4607470770748395e-18,4.4921488045451805e-9,4.12790266918832,0.738450411390711,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.79348776482021e-13,0.536,0.453,Up,Sig,8.347545865963012,Fgf13
Cntn5,cell junction assembly,BP,4.4607470770748395e-18,1.18224816811362e-8,4.12790266918832,0.267280000002317,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,4.72011884901832e-13,0.903,0.916,Up,Sig,7.9272913502486855,Cntn5
Rock2,cell junction assembly,BP,4.4607470770748395e-18,2.48004743444469e-8,4.12790266918832,0.444759553137267,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,9.90157477719765e-13,0.563,0.556,Up,Sig,7.605540012592908,Rock2
Lingo2,cell junction assembly,BP,4.4607470770748395e-18,4.85023787210903e-8,4.12790266918832,-0.301909248011701,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.93645461416897e-12,0.986,0.995,Down,Sig,7.314236961601642,Lingo2
Mapt,cell junction assembly,BP,4.4607470770748395e-18,6.16441857275279e-7,4.12790266918832,0.538135155098133,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,2.4611404849893398e-11,0.586,0.545,Up,Sig,6.2101078797419085,Mapt
Nrxn3,cell junction assembly,BP,4.4607470770748395e-18,1.36611073993512e-6,4.12790266918832,-0.929996029638207,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,5.45418908426208e-11,0.591,0.762,Down,Sig,5.864514094363561,Nrxn3
Adgrl3,cell junction assembly,BP,4.4607470770748395e-18,1.37743419373099e-6,4.12790266918832,-0.651882324240142,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,5.49939790685908e-11,0.768,0.879,Down,Sig,5.860929140194635,Adgrl3
Icam5,cell junction assembly,BP,4.4607470770748395e-18,4.51676711864204e-6,4.12790266918832,-0.537066692867999,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.8033166122258301e-10,0.357,0.551,Down,Sig,5.345172300781529,Icam5
Dvl1,cell junction assembly,BP,4.4607470770748395e-18,7.36498374927759e-6,4.12790266918832,0.892591339066251,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,2.94046542471258e-10,0.28,0.216,Up,Sig,5.132828207084332,Dvl1
Lrp1,cell junction assembly,BP,4.4607470770748395e-18,1.14603604794432e-5,4.12790266918832,0.696560500881598,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,4.57554217249301e-10,0.324,0.265,Up,Sig,4.9408017216556415,Lrp1
Nrg2,cell junction assembly,BP,4.4607470770748395e-18,4.36332916889579e-5,4.12790266918832,0.38969716025605,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.7420566011481602e-9,0.535,0.537,Up,Sig,4.360182022666946,Nrg2
Magi2,cell junction assembly,BP,4.4607470770748395e-18,1.5718692473925e-4,4.12790266918832,-0.303414477960639,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,6.275678713588731e-9,0.965,0.993,Down,Sig,3.8035835826589786,Magi2
Adgrb1,cell junction assembly,BP,4.4607470770748395e-18,1.9503145645532e-4,4.12790266918832,-0.786545418876221,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,7.78661941371527e-9,0.256,0.431,Down,Sig,3.7098953360057303,Adgrb1
Hdac7,cell junction assembly,BP,4.4607470770748395e-18,3.531542182073e-4,4.12790266918832,0.843899931242164,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.40996613649263e-8,0.361,0.286,Up,Sig,3.4520356020045933,Hdac7
Adgrb2,cell junction assembly,BP,4.4607470770748395e-18,0.00138271846747918,4.12790266918832,-0.399376309125677,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,5.52049533868e-8,0.344,0.517,Down,Sig,2.859266236714114,Adgrb2
Nfasc,cell junction assembly,BP,4.4607470770748395e-18,0.00155835787091322,4.12790266918832,0.36904250027084,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,6.22173462256245e-8,0.445,0.431,Up,Sig,2.8073328011464334,Nfasc
Gpm6a,cell junction assembly,BP,4.4607470770748395e-18,0.00259825135662027,4.12790266918832,-0.298476265431976,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.03735032403891e-7,0.878,0.96,Down,Sig,2.585318837284253,Gpm6a
Srgap2,cell junction assembly,BP,4.4607470770748395e-18,0.00274190270136512,4.12790266918832,0.475185418658234,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.09470303883304e-7,0.436,0.399,Up,Sig,2.561947960563999,Srgap2
Dlg1,cell junction assembly,BP,4.4607470770748395e-18,0.00357995455723041,4.12790266918832,-0.656705759552731,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.42929474876449e-7,0.318,0.504,Down,Sig,2.4461224861129227,Dlg1
Ptprk,cell junction assembly,BP,4.4607470770748395e-18,0.00413804073581188,4.12790266918832,0.209966098916493,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.65211032691016e-7,0.737,0.741,Up,Sig,2.383205238355824,Ptprk
Lrfn5,cell junction assembly,BP,4.4607470770748395e-18,0.00502998543166796,4.12790266918832,-0.275677818620683,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,2.00821872147082e-7,0.966,0.984,Down,Sig,2.2984332727880843,Lrfn5
Mpdz,cell junction assembly,BP,4.4607470770748395e-18,0.0173703264417291,4.12790266918832,-0.421077098795066,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,6.93509260259875e-7,0.304,0.468,Down,Sig,1.7601920197504006,Mpdz
Clasp1,cell junction assembly,BP,4.4607470770748395e-18,0.0315986931818801,4.12790266918832,0.324207089450546,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.26157596446202e-6,0.339,0.349,Up,Sig,1.5003308780029265,Clasp1
Agrn,cell junction assembly,BP,4.4607470770748395e-18,0.0372086945127938,4.12790266918832,0.671288019874522,GO:0034329,5.25770437124206e-21,0.100840336134454,ExN_mDG,24hrvs1hr_PTZ,1.48555493722976e-6,0.386,0.342,Up,Sig,1.429355567168358,Agrn
Robo1,synapse assembly,BP,6.6529519761136796e-18,1.36337093229294e-71,5.84689312344656,1.19483433953983,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,5.4432504183852094e-76,0.872,0.588,Up,Sig,70.8653859696007,Robo1
Cntnap2,synapse assembly,BP,6.6529519761136796e-18,6.989253614178829e-42,5.84689312344656,0.83865517909182,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,2.7904553895392e-46,0.818,0.569,Up,Sig,41.155569200298814,Cntnap2
Negr1,synapse assembly,BP,6.6529519761136796e-18,1.1985823284217e-24,5.84689312344656,0.317248583004237,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,4.78533288785762e-29,0.985,0.974,Up,Sig,23.921332129714386,Negr1
Nptx1,synapse assembly,BP,6.6529519761136796e-18,9.37545271395292e-24,5.84689312344656,-1.67961486651967,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,3.74314397490834e-28,0.13,0.375,Down,Sig,23.02800775224828,Nptx1
Nrg3,synapse assembly,BP,6.6529519761136796e-18,6.45954061241956e-22,5.84689312344656,-0.411529394116021,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,2.57896778553102e-26,0.997,0.997,Down,Sig,21.189798366925256,Nrg3
Ntrk3,synapse assembly,BP,6.6529519761136796e-18,9.28660089105893e-22,5.84689312344656,0.360317472333582,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,3.70766993694212e-26,0.966,0.942,Up,Sig,21.032143218663805,Ntrk3
Mycbp2,synapse assembly,BP,6.6529519761136796e-18,4.06540122199631e-21,5.84689312344656,-0.525804931198556,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,1.62310904379619e-25,0.872,0.964,Down,Sig,20.39089658662581,Mycbp2
C1ql3,synapse assembly,BP,6.6529519761136796e-18,8.63087674079946e-21,5.84689312344656,0.800245309102025,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,3.4458724561023097e-25,0.727,0.677,Up,Sig,20.063945085588237,C1ql3
Il1rapl1,synapse assembly,BP,6.6529519761136796e-18,1.03604071195687e-20,5.84689312344656,-0.435745430475163,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,4.13638644131781e-25,0.977,0.996,Down,Sig,19.984623178344822,Il1rapl1
Il1rap,synapse assembly,BP,6.6529519761136796e-18,1.8146718349850098e-19,5.84689312344656,-0.947526410902694,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,7.24506661470438e-24,0.508,0.777,Down,Sig,18.7412019012841,Il1rap
Cadm1,synapse assembly,BP,6.6529519761136796e-18,9.97387645342031e-19,5.84689312344656,0.453904488400478,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,3.98206430048322e-23,0.917,0.913,Up,Sig,18.001136015697575,Cadm1
Mef2c,synapse assembly,BP,6.6529519761136796e-18,1.1674466121738399e-18,5.84689312344656,0.62281197023034,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,4.6610237240940595e-23,0.581,0.573,Up,Sig,17.932762970777652,Mef2c
Nrxn1,synapse assembly,BP,6.6529519761136796e-18,1.69428877120401e-18,5.84689312344656,0.356237406514837,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,6.76443794148605e-23,0.998,0.993,Up,Sig,17.771012567410057,Nrxn1
Cacna1a,synapse assembly,BP,6.6529519761136796e-18,1.24393623899154e-17,5.84689312344656,0.701253281223107,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,4.966408108721759e-22,0.713,0.646,Up,Sig,16.905201879905498,Cacna1a
Nrg1,synapse assembly,BP,6.6529519761136796e-18,2.26582495126316e-17,5.84689312344656,0.557973777959703,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,9.046292774636319e-22,0.766,0.644,Up,Sig,16.64477364506265,Nrg1
Ptprs,synapse assembly,BP,6.6529519761136796e-18,4.87606425949664e-17,5.84689312344656,0.73550364651315,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,1.9467657841244998e-21,0.723,0.628,Up,Sig,16.311930579640837,Ptprs
Lrrtm4,synapse assembly,BP,6.6529519761136796e-18,1.42465649583268e-16,5.84689312344656,-0.356814917982992,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,5.68793266991127e-21,0.992,0.996,Down,Sig,15.846289837373252,Lrrtm4
Ephb2,synapse assembly,BP,6.6529519761136796e-18,5.299755948646131e-15,5.84689312344656,1.20417157363261,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,2.1159244415084198e-19,0.334,0.201,Up,Sig,14.275744129002351,Ephb2
Sema4d,synapse assembly,BP,6.6529519761136796e-18,6.926570801188621e-15,5.84689312344656,1.12180066373039,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,2.76542931336632e-19,0.365,0.211,Up,Sig,14.159481722201521,Sema4d
Grid2,synapse assembly,BP,6.6529519761136796e-18,1.3567903287896101e-14,5.84689312344656,0.47204072489302,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,5.416977397650869e-19,0.698,0.651,Up,Sig,13.867487260730252,Grid2
Ptk2b,synapse assembly,BP,6.6529519761136796e-18,1.01164900394901e-13,5.84689312344656,-0.919297256453379,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,4.03900269073744e-18,0.359,0.613,Down,Sig,12.994970141734525,Ptk2b
Shank2,synapse assembly,BP,6.6529519761136796e-18,9.45752814444245e-12,5.84689312344656,0.6539149892786,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,3.77591254219765e-16,0.385,0.34,Up,Sig,11.024222357626245,Shank2
Il1rapl2,synapse assembly,BP,6.6529519761136796e-18,3.3733038190170095e-11,5.84689312344656,0.777212508011218,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,1.34678956322793e-15,0.428,0.306,Up,Sig,10.47194454200663,Il1rapl2
Gsk3b,synapse assembly,BP,6.6529519761136796e-18,1.2611948887493002e-10,5.84689312344656,0.602010304219096,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,5.035313166244671e-15,0.508,0.478,Up,Sig,9.899217797987939,Gsk3b
Dnm3,synapse assembly,BP,6.6529519761136796e-18,1.74619140694266e-10,5.84689312344656,0.622682317113297,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,6.9716589090216606e-15,0.523,0.452,Up,Sig,9.757908153286296,Dnm3
Snca,synapse assembly,BP,6.6529519761136796e-18,4.762420388906951e-10,5.84689312344656,0.418964469696446,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,1.9013935357156302e-14,0.631,0.594,Up,Sig,9.322172271147798,Snca
Fgf13,synapse assembly,BP,6.6529519761136796e-18,4.4921488045451805e-9,5.84689312344656,0.738450411390711,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,1.79348776482021e-13,0.536,0.453,Up,Sig,8.347545865963012,Fgf13
Cntn5,synapse assembly,BP,6.6529519761136796e-18,1.18224816811362e-8,5.84689312344656,0.267280000002317,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,4.72011884901832e-13,0.903,0.916,Up,Sig,7.9272913502486855,Cntn5
Lingo2,synapse assembly,BP,6.6529519761136796e-18,4.85023787210903e-8,5.84689312344656,-0.301909248011701,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,1.93645461416897e-12,0.986,0.995,Down,Sig,7.314236961601642,Lingo2
Mapt,synapse assembly,BP,6.6529519761136796e-18,6.16441857275279e-7,5.84689312344656,0.538135155098133,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,2.4611404849893398e-11,0.586,0.545,Up,Sig,6.2101078797419085,Mapt
Nrxn3,synapse assembly,BP,6.6529519761136796e-18,1.36611073993512e-6,5.84689312344656,-0.929996029638207,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,5.45418908426208e-11,0.591,0.762,Down,Sig,5.864514094363561,Nrxn3
Adgrl3,synapse assembly,BP,6.6529519761136796e-18,1.37743419373099e-6,5.84689312344656,-0.651882324240142,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,5.49939790685908e-11,0.768,0.879,Down,Sig,5.860929140194635,Adgrl3
Icam5,synapse assembly,BP,6.6529519761136796e-18,4.51676711864204e-6,5.84689312344656,-0.537066692867999,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,1.8033166122258301e-10,0.357,0.551,Down,Sig,5.345172300781529,Icam5
Dvl1,synapse assembly,BP,6.6529519761136796e-18,7.36498374927759e-6,5.84689312344656,0.892591339066251,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,2.94046542471258e-10,0.28,0.216,Up,Sig,5.132828207084332,Dvl1
Nrg2,synapse assembly,BP,6.6529519761136796e-18,4.36332916889579e-5,5.84689312344656,0.38969716025605,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,1.7420566011481602e-9,0.535,0.537,Up,Sig,4.360182022666946,Nrg2
Magi2,synapse assembly,BP,6.6529519761136796e-18,1.5718692473925e-4,5.84689312344656,-0.303414477960639,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,6.275678713588731e-9,0.965,0.993,Down,Sig,3.8035835826589786,Magi2
Adgrb1,synapse assembly,BP,6.6529519761136796e-18,1.9503145645532e-4,5.84689312344656,-0.786545418876221,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,7.78661941371527e-9,0.256,0.431,Down,Sig,3.7098953360057303,Adgrb1
Adgrb2,synapse assembly,BP,6.6529519761136796e-18,0.00138271846747918,5.84689312344656,-0.399376309125677,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,5.52049533868e-8,0.344,0.517,Down,Sig,2.859266236714114,Adgrb2
Gpm6a,synapse assembly,BP,6.6529519761136796e-18,0.00259825135662027,5.84689312344656,-0.298476265431976,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,1.03735032403891e-7,0.878,0.96,Down,Sig,2.585318837284253,Gpm6a
Srgap2,synapse assembly,BP,6.6529519761136796e-18,0.00274190270136512,5.84689312344656,0.475185418658234,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,1.09470303883304e-7,0.436,0.399,Up,Sig,2.561947960563999,Srgap2
Lrfn5,synapse assembly,BP,6.6529519761136796e-18,0.00502998543166796,5.84689312344656,-0.275677818620683,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,2.00821872147082e-7,0.966,0.984,Down,Sig,2.2984332727880843,Lrfn5
Agrn,synapse assembly,BP,6.6529519761136796e-18,0.0372086945127938,5.84689312344656,0.671288019874522,GO:0007416,9.80196088292183e-21,0.0705882352941176,ExN_mDG,24hrvs1hr_PTZ,1.48555493722976e-6,0.386,0.342,Up,Sig,1.429355567168358,Agrn
Tanc1,postsynapse organization,BP,7.399826818326229e-18,2.14809651851769e-64,5.38042152344809,-2.62150443436646,GO:0099173,1.3082820367388199e-20,0.0756302521008403,ExN_mDG,24hrvs1hr_PTZ,8.57626270019438e-69,0.16,0.552,Down,Sig,63.667946208764896,Tanc1
Cnksr2,postsynapse organization,BP,7.399826818326229e-18,1.7750438501222197e-45,5.38042152344809,-1.1295869775034,GO:0099173,1.3082820367388199e-20,0.0756302521008403,ExN_mDG,24hrvs1hr_PTZ,7.0868521185061e-50,0.71,0.92,Down,Sig,44.75079091380275,Cnksr2
Myo5b,postsynapse organization,BP,7.399826818326229e-18,2.8539014731105292e-43,5.38042152344809,1.38520187960001,GO:0099173,1.3082820367388199e-20,0.0756302521008403,ExN_mDG,24hrvs1hr_PTZ,1.1394184824971201e-47,0.554,0.292,Up,Sig,42.54456102436189,Myo5b
Grin2a,postsynapse organization,BP,7.399826818326229e-18,3.5670903587675797e-42,5.38042152344809,-0.936613475213132,GO:0099173,1.3082820367388199e-20,0.0756302521008403,ExN_mDG,24hrvs1hr_PTZ,1.4241587251038402e-46,0.817,0.936,Down,Sig,41.44768588931118,Grin2a
Cntnap2,postsynapse organization,BP,7.399826818326229e-18,6.989253614178829e-42,5.38042152344809,0.83865517909182,GO:0099173,1.3082820367388199e-20,0.0756302521008403,ExN_mDG,24hrvs1hr_PTZ,2.7904553895392e-46,0.818,0.569,Up,Sig,41.155569200298814,Cntnap2
Dock10,postsynapse organization,BP,7.399826818326229e-18,3.61142444853688e-27,5.38042152344809,-1.06914639146011,GO:0099173,1.3082820367388199e-20,0.0756302521008403,ExN_mDG,24hrvs1hr_PTZ,1.4418590843362e-31,0.549,0.804,Down,Sig,26.442321466204973,Dock10
Ppfia2,postsynapse organization,BP,7.399826818326229e-18,2.50553135788984e-24,5.38042152344809,-0.449622344929757,GO:0099173,1.3082820367388199e-20,0.0756302521008403,ExN_mDG,24hrvs1hr_PTZ,1.0003319191479399e-28,0.968,0.992,Down,Sig,23.601100157490134,Ppfia2
Ctnnd2,postsynapse organization,BP,7.399826818326229e-18,5.12145179518761e-24,5.38042152344809,0.497363635578555,GO:0099173,1.3082820367388199e-20,0.0756302521008403,ExN_mDG,24hrvs1hr_PTZ,2.04473661324215e-28,0.93,0.907,Up,Sig,23.290606910652205,Ctnnd2
Nptx1,postsynapse organization,BP,7.399826818326229e-18,9.37545271395292e-24,5.38042152344809,-1.67961486651967,GO:0099173,1.3082820367388199e-20,0.0756302521008403,ExN_mDG,24hrvs1hr_PTZ,3.74314397490834e-28,0.13,0.375,Down,Sig,23.02800775224828,Nptx1
Ntrk3,postsynapse organization,BP,7.399826818326229e-18,9.28660089105893e-22,5.38042152344809,0.360317472333582,GO:0099173,1.3082820367388199e-20,0.0756302521008403,ExN_mDG,24hrvs1hr_PTZ,3.70766993694212e-26,0.966,0.942,Up,Sig,21.032143218663805,Ntrk3
C1ql3,postsynapse organization,BP,7.399826818326229e-18,8.63087674079946e-21,5.38042152344809,0.800245309102025,GO:0099173,1.3082820367388199e-20,0.0756302521008403,ExN_mDG,24hrvs1hr_PTZ,3.4458724561023097e-25,0.727,0.677,Up,Sig,20.063945085588237,C1ql3
