gene,condition,go_term_count,ID
Cacna1c,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0086065
Cacna1c,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0042391
Cacna1c,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0001508
Cacna1c,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0007611
Cacna1c,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0050890
Cacna1c,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0086001
Cacna1c,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0086019
Cacna1c,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0008016
Cacna1d,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0086065
Cacna1d,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0001508
Cacna1d,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0086019
Cacna1d,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0008016
Cacna1d,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0086001
Cacna1d,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0042391
Cadm1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0034329
Cadm1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0099173
Cadm1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0007416
Cadm1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0097106
Cadm1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0099084
Camkv,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0050807
Camkv,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0050803
Cdh10,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,1,GO:0034329
Cdh2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0050803
Cdh2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0034329
Cdh2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0099084
Cdh2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:1990778
Cdh2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0007416
Cdh2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0007409
Cdh2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0097106
Cdh2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0050807
Cdh2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0099173
Cdh2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0072659
Celf4,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,1,GO:0042391
Chrm3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,1,GO:0008016
Clasp2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:1990778
Clasp2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:1901888
Clasp2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0007409
Clasp2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0034329
Clasp2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0072659
Cnksr2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,1,GO:0099173
Dcc,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0097485
Dcc,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007409
Dcc,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007411
Dgki,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0042391
Dgki,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0050890
Dgki,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007611
Dgkz,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0099173
Dgkz,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0099084
Dgkz,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0097106
Dmd,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0086001
Dmd,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0001508
Dmd,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0042391
Dmd,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0008016
Dpp6,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:1990778
Dpp6,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0072659
Dpp6,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0042391
Dpp6,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0001508
Efr3a,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:1990778
Efr3a,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0072659
Epha5,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0097485
Epha5,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0007409
Epha5,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0099173
Epha5,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0007411
Epha6,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007409
Epha6,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007411
Epha6,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0097485
Epha7,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0050803
Epha7,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0007411
Epha7,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0050807
Epha7,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0034329
Epha7,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0099173
Epha7,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0007416
Epha7,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0007409
Epha7,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:1901888
Epha7,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0097485
Fmn1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:1901888
Fmn1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0034329
Frmpd4,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0099173
Frmpd4,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0050807
Frmpd4,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0050803
Gap43,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,7,GO:0099084
Gap43,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,7,GO:0007416
Gap43,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,7,GO:0097485
Gap43,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,7,GO:0007409
Gap43,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,7,GO:0034329
Gap43,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,7,GO:0007411
Gap43,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,7,GO:0099173
Grm7,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0007611
Grm7,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0050890
Homer1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0050807
Homer1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0050803
Homer1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0099173
Itga8,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0007611
Itga8,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0050890
Kcnd2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0008016
Kcnd2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0042391
Kcnd2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0001508
Kcnd2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0086001
Kcnh7,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0001508
Kcnh7,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0042391
Kcnip4,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:1990778
Kcnip4,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0072659
Kcnk2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,1,GO:0042391
Kcnn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0001508
Kcnn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0086019
Kcnn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0086065
Kcnn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0086001
Kcnn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0008016
Kcnn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0042391
Kirrel3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0034329
Kirrel3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0007416
Lingo2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0007416
Lingo2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0034329
Lingo2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:1901888
Lingo2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0050807
Lingo2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0050803
Macf1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:1901888
Macf1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:1990778
Macf1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0007409
Macf1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0034329
Macf1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0072659
Malat1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0050803
Malat1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0050807
Map7,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:1990778
Map7,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0072659
Mapt,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0007409
Mapt,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0007416
Mapt,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0007611
Mapt,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0034329
Mapt,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0050890
Mapt,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,6,GO:0042391
Matn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007409
Matn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007411
Matn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0097485
Ncam1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0007409
Ncam1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0050890
Ncam1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0097485
Ncam1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0007411
Ncam1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0007611
Negr1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0050807
Negr1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0034329
Negr1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0050803
Negr1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:1901888
Negr1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0007416
Neo1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0097485
Neo1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007409
Neo1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007411
Nfib,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007409
Nfib,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0097485
Nfib,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007411
Nfix,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0050890
Nfix,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007611
Nfix,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007409
Nrxn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,7,GO:0099173
Nrxn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,7,GO:0050890
Nrxn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,7,GO:0007611
Nrxn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,7,GO:0099084
Nrxn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,7,GO:0034329
Nrxn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,7,GO:0097106
Nrxn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,7,GO:0007416
Nrxn3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0034329
Nrxn3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0099173
Nrxn3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0050890
Nrxn3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0007611
Nrxn3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0007416
Nrxn3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0097106
Nrxn3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:1990778
Nrxn3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0099084
Parp1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,1,GO:0042391
Pde4d,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0050890
Pde4d,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0007611
Pde4d,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0008016
Pde4d,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0086065
Pex5l,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,1,GO:0042391
Pid1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0072659
Pid1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:1990778
Pid1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0042391
Pkp2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0034329
Pkp2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:1901888
Pkp2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0042391
Pkp2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0086019
Pkp2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0001508
Pkp2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:1990778
Pkp2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0072659
Pkp2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0086001
Pkp2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0086065
Pkp2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,10,GO:0008016
Prepl,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0072659
Prepl,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:1990778
Prrt1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0050890
Prrt1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0007611
Ptprs,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0097106
Ptprs,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0007416
Ptprs,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0050803
Ptprs,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0099084
Ptprs,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0099173
Ptprs,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:1901888
Ptprs,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0034329
Ptprs,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0007409
Ptprs,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,9,GO:0050807
Rgs7bp,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,1,GO:0042391
Robo1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0050807
Robo1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0050803
Robo1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0007411
Robo1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:1901888
Robo1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0034329
Robo1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0007409
Robo1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0097485
Robo1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,8,GO:0007416
Robo2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0097485
Robo2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007411
Robo2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007409
Rtl4,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,1,GO:0050890
Shc3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0007611
Shc3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0050890
Sorbs1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0034329
Sorbs1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0072659
Sorbs1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:1990778
Sorbs1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0099173
Sorl1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0072659
Sorl1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:1990778
Sptbn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0007416
Sptbn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0099084
Sptbn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0099173
Sptbn2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0034329
Stmn1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,1,GO:0007409
Syndig1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0050803
Syndig1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0050807
Syndig1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0007416
Syndig1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0034329
Syndig1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:1901888
Tanc1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0099173
Tanc1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0050807
Tanc1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0050803
Tanc1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0050890
Tanc1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0007611
Tenm2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007409
Tenm2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007411
Tenm2,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0097485
Trpc4,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0001508
Trpc4,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0042391
Trpc5,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0007409
Trpc5,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0042391
Tspan5,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0072659
Tspan5,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:1990778
Ttc3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,1,GO:0007409
Tuba1a,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0050890
Tuba1a,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0050807
Tuba1a,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0050803
Tuba1a,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,4,GO:0007611
Tubb2b,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007411
Tubb2b,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0097485
Tubb2b,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007409
Tubb3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007409
Tubb3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0097485
Tubb3,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007411
Tubb5,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0050803
Tubb5,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,2,GO:0050807
Ubb,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,1,GO:0042391
Ube3a,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0007611
Ube3a,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0099173
Ube3a,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0050803
Ube3a,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0050807
Ube3a,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,5,GO:0050890
Unc5d,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007411
Unc5d,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0097485
Unc5d,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007409
Vcl,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:1901888
Vcl,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0007409
Vcl,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,3,GO:0034329
Vmp1,ExcitatoryNeuronsCA1_PTZvsSAL_1hr,1,GO:0034329
Actb,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,1,GO:0007409
Actg1,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,1,GO:0007409
Atp1a3,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,2,GO:1990806
Atp1a3,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,2,GO:0035235
Camk2b,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,2,GO:0050803
Camk2b,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,2,GO:0050807
Camkv,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,2,GO:0050807
Camkv,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,2,GO:0050803
Celf2,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0000380
Celf2,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0000377
Celf2,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0043484
Celf2,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:1903311
Celf2,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0048024
Celf2,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0008380
Celf2,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0006397
Celf2,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0000375
Celf2,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0000398
Celf2,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0050684
Celf5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0000375
Celf5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0050684
Celf5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0008380
Celf5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0000398
Celf5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0000380
Celf5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:1903311
Celf5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0043484
Celf5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0048024
Celf5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0006397
Celf5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0000377
Cwc22,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,5,GO:0000375
Cwc22,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,5,GO:0006397
Cwc22,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,5,GO:0008380
Cwc22,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,5,GO:0000398
Cwc22,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,5,GO:0000377
Ddx5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0000375
Ddx5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0000398
Ddx5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0050684
Ddx5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0006397
Ddx5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0048024
Ddx5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0000380
Ddx5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0043484
Ddx5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:1903311
Ddx5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0008380
Ddx5,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,10,GO:0000377
Dvl1,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,5,GO:0050807
Dvl1,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,5,GO:0007409
Dvl1,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,5,GO:0050803
Dvl1,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,5,GO:0001964
Dvl1,ExcitatoryNeuronsCA1_PTZvsSAL_24hr,5,GO:0048675
