gene,condition,go_term_count,ID
Snap25,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,10,GO:0050890
Snap25,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,10,GO:0048167
Snap25,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,10,GO:0007611
Snap25,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,10,GO:0006836
Snap25,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,10,GO:0007613
Snap25,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,10,GO:0099003
Snap25,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,10,GO:0099504
Snap25,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,10,GO:0007626
Snap25,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,10,GO:0001505
Snap25,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,10,GO:0016079
Snca,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0099504
Snca,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0022898
Snca,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0006836
Snca,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0099003
Snca,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0050807
Snca,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0048167
Snca,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0007626
Snca,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0001505
Snca,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0016079
Snca,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0050803
Snca,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0032409
Snca,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0042391
Sorbs1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,1,GO:0099173
Sorcs3,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0007611
Sorcs3,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0007613
Sorcs3,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0048167
Sorcs3,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0050890
Specc1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,2,GO:0007611
Specc1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,2,GO:0050890
Stxbp5l,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0001505
Stxbp5l,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0099504
Stxbp5l,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0016079
Stxbp5l,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0099003
Stxbp5l,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0006836
Syn2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0006836
Syn2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0099003
Syn2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0001505
Syn2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0099504
Syt1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:0048588
Syt1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:0001505
Syt1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:0006836
Syt1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:1990138
Syt1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:0060560
Syt1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:0099003
Syt1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:0016079
Syt1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:0099504
Syt4,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0007611
Syt4,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0048588
Syt4,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0048167
Syt4,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0007613
Syt4,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:1990138
Syt4,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0016079
Syt4,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0050890
Syt4,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0006836
Syt4,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0001505
Syt4,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0099003
Syt4,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0099504
Syt4,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,12,GO:0060560
Taco1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0022898
Taco1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0050890
Taco1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0032409
Taco1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0007611
Tanc1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0050807
Tanc1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0007611
Tanc1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0050803
Tanc1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0099173
Tanc1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0050890
Tmem108,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0060560
Tmem108,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0099173
Tmem108,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0042391
Tmem108,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0048588
Tmem108,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:1990138
Trim9,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0001505
Trim9,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0006836
Trim9,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0016079
Trim9,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0099504
Trim9,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,5,GO:0099003
Tuba1a,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,6,GO:0050890
Tuba1a,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,6,GO:0007611
Tuba1a,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,6,GO:0007626
Tuba1a,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,6,GO:0007613
Tuba1a,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,6,GO:0050803
Tuba1a,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,6,GO:0050807
Tubb2b,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,1,GO:0007409
Tubb3,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,1,GO:0007409
Ubb,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,1,GO:0042391
Uchl1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,2,GO:0007626
Uchl1,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,2,GO:0007409
Ulk2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0048588
Ulk2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0007409
Ulk2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:1990138
Ulk2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0060560
Unc13b,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,7,GO:0048167
Unc13b,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,7,GO:0006836
Unc13b,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,7,GO:0042391
Unc13b,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,7,GO:0016079
Unc13b,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,7,GO:0099003
Unc13b,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,7,GO:0001505
Unc13b,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,7,GO:0099504
Vamp2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:0099504
Vamp2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:0048167
Vamp2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:0032409
Vamp2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:0016079
Vamp2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:0006836
Vamp2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:0001505
Vamp2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:0022898
Vamp2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,8,GO:0099003
Vcl,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:1990138
Vcl,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0048588
Vcl,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0007409
Vcl,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,4,GO:0060560
Wasl,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,3,GO:0099173
Wasl,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,3,GO:0050803
Wasl,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,3,GO:0050807
Ywhah,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,3,GO:0022898
Ywhah,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,3,GO:0042391
Ywhah,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,3,GO:0032409
Ywhaz,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,2,GO:0050803
Ywhaz,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,2,GO:0050807
Zeb2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,3,GO:0048588
Zeb2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,3,GO:0060560
Zeb2,ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,3,GO:0007409
Abhd6,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0048167
Ablim1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0007409
Actb,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,4,GO:0034329
Actb,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,4,GO:0099504
Actb,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,4,GO:0099003
Actb,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,4,GO:0007409
Actg1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,5,GO:0007409
Actg1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,5,GO:0099504
Actg1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,5,GO:0034329
Actg1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,5,GO:1901888
Actg1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,5,GO:0099003
Adcy8,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0048167
Agrn,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0007416
Agrn,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0042391
Agrn,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0007409
Agrn,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0050807
Agrn,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:1901888
Agrn,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0051963
Agrn,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0050803
Agrn,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0034329
Agrn,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0031346
Ahi1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0031346
Ahi1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0010976
Aplp1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0007409
Atp1a3,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0042391
Atp1b1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0042391
Atp2a2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0099504
Atp2a2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0042391
Atp2a2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0099003
Atxn1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0042391
Bcl11a,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0048588
Bcl11a,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0016358
Bcl11a,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0010977
Bcl11a,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0031345
Bcl11a,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0007409
Bcl11a,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0016049
Bcl11a,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0060560
Bcl11a,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0010976
Bcl11a,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,9,GO:0031346
Bcl6,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0016049
Btbd9,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0099504
Btbd9,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0099003
Cacna1e,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0099003
Cacna1e,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0099504
Calm1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0042391
Calm3,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0042391
Camk1d,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0010976
Camk1d,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0031346
Camk1d,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0016358
Camkv,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0050803
Camkv,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0050807
Cck,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0001764
Cck,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0007409
Cck,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0042391
Cdh10,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0034329
Cdh2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0034329
Cdh2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0099003
Cdh2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0050807
Cdh2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0007409
Cdh2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0007416
Cdh2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0099504
Cdh2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0050803
Cfl1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,10,GO:0016049
Cfl1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,10,GO:0050803
Cfl1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,10,GO:0034329
Cfl1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,10,GO:1901888
Cfl1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,10,GO:0016358
Cfl1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,10,GO:0050807
Cfl1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,10,GO:0048167
Cfl1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,10,GO:0060560
Cfl1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,10,GO:0031345
Cfl1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,10,GO:0031346
Chd4,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,6,GO:0007416
Chd4,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,6,GO:0050803
Chd4,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,6,GO:0051963
Chd4,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,6,GO:1901888
Chd4,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,6,GO:0050807
Chd4,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,6,GO:0034329
Chl1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0007409
Chl1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0001764
Clstn1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0007416
Clstn1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0099003
Clstn1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0034329
Clstn1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0050807
Clstn1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0050803
Clstn1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:1901888
Clstn1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0051963
Clstn1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0016049
Cnih2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0042391
Cntn6,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0007409
Csmd3,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0016358
D130043K22Rik,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0010977
D130043K22Rik,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0007409
D130043K22Rik,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0016358
D130043K22Rik,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0060560
D130043K22Rik,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0031345
D130043K22Rik,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0016049
D130043K22Rik,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0048588
Dab2ip,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0016358
Dab2ip,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0016049
Dab2ip,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0050803
Dab2ip,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0001764
Dab2ip,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0010976
Dab2ip,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0050807
Dab2ip,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0031346
Dgkg,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0016358
Dixdc1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0031346
Dixdc1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0007409
Dleu2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0010977
Dleu2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0031345
Dmd,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0042391
Dmd,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0010976
Dmd,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0031346
Dnm2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0031346
Dnm2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0031345
Dnm2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0016049
Dnm2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0099504
Dnm2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0048588
Dnm2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0007409
Dnm2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0060560
Dnm2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0099003
Dpysl5,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0007409
Dpysl5,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0016358
Dpysl5,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0031345
Dtnbp1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0050807
Dtnbp1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0099504
Dtnbp1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0099003
Dtnbp1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0010977
Dtnbp1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0050803
Dtnbp1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0031345
Dtnbp1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0016358
Dynll1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0031346
Dynll1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0042391
Dynlt1a,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0031346
Dynlt1a,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0016358
Dynlt1a,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0010976
Enc1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0010976
Enc1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0031346
Epha5,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0016358
Epha5,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,2,GO:0007409
Epha6,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,1,GO:0007409
Epha7,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,12,GO:0031345
Epha7,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,12,GO:0010977
Epha7,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,12,GO:0007416
Epha7,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,12,GO:0048588
Epha7,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,12,GO:0034329
Epha7,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,12,GO:0060560
Epha7,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,12,GO:0051963
Epha7,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,12,GO:0007409
Epha7,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,12,GO:0050807
Epha7,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,12,GO:0016049
Epha7,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,12,GO:1901888
Epha7,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,12,GO:0050803
Ephb2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,13,GO:1901888
Ephb2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,13,GO:0034329
Ephb2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,13,GO:0048167
Ephb2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,13,GO:0007416
Ephb2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,13,GO:0050807
Ephb2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,13,GO:0051963
Ephb2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,13,GO:0010976
Ephb2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,13,GO:0007409
Ephb2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,13,GO:0016358
Ephb2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,13,GO:0031345
Ephb2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,13,GO:0031346
Ephb2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,13,GO:0050803
Ephb2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,13,GO:0010977
Fgf14,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,4,GO:0042391
Fgf14,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,4,GO:0048167
Fgf14,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,4,GO:0099504
Fgf14,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,4,GO:0099003
Flna,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,6,GO:0042391
Flna,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,6,GO:0010977
Flna,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,6,GO:0010976
Flna,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,6,GO:0031346
Flna,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,6,GO:0031345
Flna,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,6,GO:0001764
Flrt2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0007409
Flrt2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0051963
Flrt2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0001764
Flrt2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0007416
Flrt2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0034329
Flrt2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:1901888
Flrt2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0050803
Flrt2,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,8,GO:0050807
Gabrb3,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0042391
Gabrb3,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0034329
Gabrb3,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,3,GO:0007416
Gdi1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0060560
Gdi1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0007409
Gdi1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0031345
Gdi1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0048588
Gdi1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0016049
Gdi1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0031346
Gdi1,ExcitatoryNeuronsCA1_24hrvs1hr_SAL,7,GO:0010977
